Date,AGG,EMB,EWT,IVV,JNK,PFF,TLT,VGK,VNQ,VPL,VWO,NAV,NAV_CP,NAV_RI
2010-01-15,81.17017364501953,65.63726806640625,21.25783920288086,94.6058578491211,63.69554901123047,21.56462287902832,69.32290649414061,35.57440185546875,30.75199317932129,41.6786994934082,33.233169555664055,10202.235858374484,10000.0,10000.0
2010-01-19,81.03787231445312,65.739990234375,21.32215881347656,95.7759780883789,63.8557243347168,21.547607421875,69.12503814697266,36.31404495239258,31.37959098815918,41.90889358520508,33.806983947753906,10294.106950827452,10000.0,10000.0
2010-01-20,81.24806213378906,65.81702423095703,20.904077529907227,94.8299331665039,63.47132110595703,21.507888793945312,69.82524108886719,35.18663787841797,31.02786636352539,40.788673400878906,32.97815704345703,10160.348548750899,10000.0,10000.0
2010-01-21,81.27145385742188,65.70147705078125,20.453834533691406,92.9709930419922,62.44631958007813,21.388790130615234,70.14494323730469,34.09513473510742,30.13819694519043,40.39734268188477,32.02179718017578,9989.936056642502,10000.0,10000.0
2010-01-22,81.3181381225586,65.5152587890625,19.858875274658203,90.96270751953124,61.85372924804688,21.173259735107425,70.02312469482422,33.355491638183594,29.379568099975586,39.93697738647461,31.30452919006348,9826.968131212807,10000.0,10000.0
2010-01-25,81.31031036376953,65.54097747802734,19.95535469055176,91.41915893554688,62.28614807128906,21.178937911987305,69.70349884033203,33.965866088867195,29.58647155761719,40.34364318847656,31.60737419128418,9886.645232553745,10000.0,10000.0
2010-01-26,81.41155242919922,65.52172088623047,19.4407901763916,90.98760986328124,62.30217361450195,21.195941925048828,69.72633361816406,33.700183868408196,29.31059646606445,39.87560653686523,31.00168228149414,9807.49288827557,10000.0,10000.0
2010-01-27,81.3492202758789,65.37405395507811,19.4407901763916,91.45233154296876,62.49435424804688,21.195941925048828,69.68824005126953,33.83660888671875,29.57267761230469,39.66075897216797,30.91403007507324,9821.145076756082,10000.0,10000.0
2010-01-28,81.27918243408203,65.15581512451172,19.472951889038086,90.35690307617188,62.41428756713867,21.08817481994629,69.65017700195311,33.01080703735352,29.31750679016113,39.23875045776367,30.79448127746582,9746.656368754633,10000.0,10000.0
2010-01-29,81.4660415649414,64.98251342773439,19.40863037109375,89.34444427490234,62.27016067504883,21.02012062072754,70.25904083251953,32.630226135253906,29.1519775390625,38.647945404052734,30.475698471069336,9683.348153693312,10000.0,10000.0
2010-02-01,81.35440063476562,65.00122833251953,19.360387802124023,90.75523376464844,62.3929443359375,21.20825386047364,69.62133026123047,33.448848724365234,29.68302726745605,39.223411560058594,31.35236167907715,9795.43480880637,10115.720511825619,10116.787302945284
2010-02-02,81.4480972290039,64.84638977050781,18.974468231201172,91.89216613769531,62.52222442626953,21.36219596862793,69.81986999511719,33.965866088867195,30.08992576599121,39.74516296386719,31.50377082824707,9853.446775343307,10174.053940136802,10176.989610222256
2010-02-03,81.2997055053711,64.75611114501953,19.296072006225586,91.4274444580078,62.50605392456055,21.350788116455078,69.01024627685547,33.542198181152344,29.60026550292969,39.430572509765625,31.41610336303711,9811.509072467912,10131.79792889595,10133.639985789812
2010-02-04,81.49491882324219,64.09822082519531,18.749347686767575,88.63072967529297,61.2940902709961,21.11703491210937,70.10249328613281,31.89775276184082,28.503705978393555,38.31802368164063,29.981584548950195,9555.066701116992,9865.57365276705,9866.918371365173
2010-02-05,81.52616882324219,63.87247848510742,18.492067337036133,88.82164764404297,60.76081466674805,21.02011489868164,70.25527954101561,31.60333824157715,29.027835845947266,38.27965545654297,29.92579841613769,9545.671491611174,9856.033154398034,9857.49878485665
2010-02-08,81.682373046875,64.15628051757811,18.411666870117188,88.1328353881836,60.9223747253418,20.991605758666992,70.34693145751953,31.143762588500977,28.393346786499023,37.94971466064453,29.36791801452637,9471.224583812742,9778.443922951918,9779.801990269289
2010-02-09,81.53392028808594,64.07888031005861,18.8458309173584,89.27806091308594,61.06785202026367,21.08282852172852,69.64419555664061,32.43633270263672,28.30370140075684,38.67097091674805,30.26848602294922,9595.825184624366,9907.841384473406,9909.325848218945
2010-02-10,81.3465805053711,64.27884674072266,18.926231384277344,89.07060241699219,60.17907333374024,21.16265296936035,68.97968292236328,32.062931060791016,28.358869552612305,38.60190963745117,30.1728515625,9570.933937943406,9882.705169404895,9884.085555338514
2010-02-11,81.21381378173828,64.73028564453125,19.119192123413086,89.98343658447266,60.0659294128418,21.23106575012207,68.60546112060547,32.335800170898445,28.627838134765625,39.03926467895508,30.91403007507324,9651.790989132202,9967.15814012671,9968.463559418622
2010-02-12,81.22940063476562,64.63357543945311,18.990549087524414,89.95025634765625,60.2275619506836,21.20825386047364,68.88804626464844,31.89775276184082,28.96577453613281,38.72467803955078,30.57134056091309,9626.251847409152,9940.86058418418,9941.886784868992
2010-02-16,81.43242645263672,64.74320220947266,19.21567153930664,91.36933135986328,60.890098571777344,21.350788116455078,69.01785278320311,32.73793411254883,29.78647041320801,39.39221572875977,31.35236167907715,9774.538777412328,10094.510432145713,10095.908337829622
2010-02-17,81.18257141113281,65.02055358886719,19.40863037109375,91.77600860595705,61.358741760253906,21.504701614379886,68.23117065429689,32.7020263671875,30.05543327331543,39.537994384765625,31.471887588500977,9809.164448062302,10130.53905917741,10132.24281430617
2010-02-18,81.1513442993164,64.86573791503906,19.55335235595703,92.35688018798828,62.053565979003906,21.544626235961914,67.95616912841797,32.974899291992195,30.503719329833984,39.6530876159668,31.5356502532959,9859.776527762675,10183.092368699588,10184.829832065163
2010-02-19,81.21381378173828,65.09149169921875,19.37647247314453,92.54777526855469,62.45757293701172,21.59023666381836,68.32279968261719,32.831287384033196,30.52440643310547,39.2310791015625,31.32844161987305,9843.500427936167,10166.084853988434,10167.471225908252
2010-02-22,81.07327270507812,65.12375640869139,19.21567153930664,92.5560531616211,62.79693984985352,21.601633071899414,68.04021453857422,32.78102493286133,30.60027313232422,39.51498031616211,31.344379425048828,9843.828975625229,10165.45765347748,10168.050411659671
2010-02-23,81.36216735839844,65.02055358886719,19.05487060546875,91.39422607421876,62.23134994506836,21.618728637695312,69.10192108154297,32.12755584716797,30.36578941345215,39.19272994995117,30.643049240112305,9759.060272580207,10077.12362796644,10079.680460567968
2010-02-24,81.4480972290039,65.11730194091797,19.18350982666016,92.23241424560548,62.29599380493164,21.670045852661133,69.26995849609375,32.465057373046875,30.676130294799805,39.48428726196289,31.025598526000977,9828.016519573908,10148.897158511194,10151.28534504687
2010-02-25,81.612060546875,65.34949493408203,18.82975006103516,92.1577377319336,62.57069396972656,21.73846244812012,69.65950012207031,32.19935989379883,30.79338264465332,39.14668273925781,30.77853775024414,9798.524128451372,10117.563766221634,10120.33441708388
2010-02-26,81.62769317626953,65.84615325927734,18.926231384277344,92.1577377319336,62.68384170532226,21.79548454284668,70.01847076416016,32.450695037841804,30.779582977294922,39.53032302856445,31.04950523376465,9837.113135332222,10157.109256137934,10160.349747218477
2010-03-01,81.74752044677734,65.89864349365234,19.344310760498047,93.12867736816406,62.83214569091797,21.875690460205078,69.98780059814453,32.551223754882805,31.041656494140625,40.19018173217773,31.56753158569336,9928.421640237038,10252.38574323759,10255.478170466864
2010-03-02,81.77887725830078,66.43656158447266,19.39255142211914,93.36933135986328,63.04402160644531,22.03038215637207,69.89590454101561,32.89591598510742,31.05544471740723,40.29759979248047,31.92616081237793,9969.895349603941,10294.45907073496,10297.968711049383
2010-03-03,81.77887725830078,66.36524963378906,19.360387802124023,93.51043701171876,63.45151901245117,21.990278244018555,69.71965026855469,33.391407012939446,30.97268486022949,40.56614685058594,32.00585556030273,9993.340653711432,10318.03394138057,10321.934843759607
2010-03-04,81.92768859863281,66.43004608154297,19.344310760498047,93.76766967773438,63.35371017456055,22.06476402282715,70.08745574951172,33.262149810791016,31.16580390930176,40.25156784057617,31.79863739013672,9991.631430707663,10316.26540514971,10319.985467806315
2010-03-05,81.77101135253906,66.50137329101561,19.762393951416016,95.12036895751952,63.82638549804688,22.14497375488281,69.16798400878906,34.14539337158203,32.01407623291016,40.7733154296875,32.72312545776367,10136.103089993472,10464.66539664957,10469.36590471391
2010-03-08,81.82586669921875,66.76708221435547,19.84279441833496,95.153564453125,64.13603973388672,22.127798080444336,68.80783843994139,34.03769302368164,32.33822631835937,40.97281265258789,32.715160369873054,10154.955851972974,10484.330556565714,10489.57604780213
2010-03-09,81.91987609863281,66.81244659423828,19.90711212158203,95.26148986816406,64.26641082763672,22.173625946044922,68.82318115234375,33.80790328979492,32.414077758789055,41.01884841918945,32.850631713867195,10165.135553655697,10495.322826940375,10500.442556968244
2010-03-10,81.86502075195312,66.73464965820311,20.051834106445312,95.68473052978516,64.34796142578125,22.225187301635746,68.64691925048828,34.123855590820305,32.70374298095703,40.92678451538086,32.91438674926758,10199.58058266014,10530.61343521606,10535.889647095702
2010-03-11,81.86502075195312,66.87077331542969,20.003591537475586,96.11624908447266,64.31534576416016,22.259567260742188,68.89979553222656,34.32492446899414,32.896846771240234,41.07255554199219,33.04190444946289,10229.53277902128,10560.814930992114,10566.50127031862
2010-03-12,81.87283325195312,67.32444000244139,19.95535469055176,96.10794830322266,64.38050842285156,22.391353607177734,69.32887268066406,34.44699478149414,33.158920288085945,41.27972030639648,32.95422744750977,10251.284556567738,10582.134478175494,10588.933826330172
2010-03-15,81.9747314453125,67.44111633300781,19.601593017578125,96.1660385131836,64.13603973388672,22.36270904541016,69.2369384765625,34.116668701171875,33.083045959472656,41.1416130065918,32.73108673095703,10210.081816510434,10539.088985347167,10546.180479397346
2010-03-16,82.12352752685547,67.51237487792969,19.762393951416016,96.94611358642578,64.26641082763672,22.44864654541016,69.78861999511719,34.71986770629883,33.88304901123047,41.625,33.11362075805664,10312.258044168908,10643.270029884456,10651.475842537817
2010-03-17,82.1861801147461,67.78457641601561,20.16439247131348,97.49382781982422,64.25016784667969,22.56324005126953,70.08745574951172,34.877857208251946,34.386512756347656,41.87052536010742,33.448341369628906,10389.785744681807,10723.734864853928,10731.95157682874
2010-03-18,82.11572265625,67.62257385253906,20.116153717041016,97.4523468017578,64.52724456787111,22.50594711303711,69.85756683349611,34.57625198364258,34.20030975341797,41.625,33.233169555664055,10355.579145297497,10689.225193524633,10696.90498493269
2010-03-19,82.05303192138672,67.83641052246094,20.003591537475586,96.94611358642578,64.26641082763672,22.45438003540039,69.92654418945311,34.116668701171875,33.827892303466804,41.440860748291016,32.90642547607422,10296.268859948232,10628.660824260689,10635.85532637168
2010-03-22,82.11572265625,67.65498352050781,19.90711212158203,97.46894073486328,64.49461364746094,22.48875617980957,70.003173828125,34.21720504760742,34.255481719970696,41.60198593139648,32.986122131347656,10328.168642416444,10660.73539650302,10668.764714498262
2010-03-23,82.13136291503906,67.68737030029297,19.923192977905273,98.17433166503906,64.47831726074219,22.51740264892578,69.6737060546875,34.39673614501953,34.15892791748047,41.99330520629883,33.24911880493164,10363.124750690367,10696.718396007014,10704.922233154892
2010-03-24,81.7162094116211,67.63552856445311,19.74631118774414,97.69300079345705,64.41310882568361,22.46582794189453,68.40172576904297,33.74326705932617,34.34512710571289,41.38713455200195,32.802818298339844,10284.571731899674,10615.763428132372,10624.538619727917
2010-03-25,81.50471496582031,67.49945068359375,19.74631118774414,97.51547241210938,64.72283935546875,22.35124015808105,67.96500396728516,33.85815048217773,34.42921829223633,41.08790969848633,32.635448455810554,10267.414478326971,10598.14754915004,10606.813955698046
2010-03-26,81.63787841796875,67.46701812744139,19.87495231628418,97.55714416503906,64.62500762939453,22.34550666809082,68.15650177001953,34.21002960205078,34.248565673828125,41.53292465209961,32.86656951904297,10300.090866326362,10631.894191134608,10640.469907033263
2010-03-29,81.54387664794922,67.51887512207031,20.212635040283203,98.09886932373048,64.82062530517578,22.35697364807129,67.89604949951172,34.497264862060554,34.35277938842773,42.123741149902344,33.464298248291016,10374.103547754576,10708.867640279363,10717.402095129144
2010-03-30,81.5751953125,67.49296569824219,20.29303741455078,98.14887237548828,64.90210723876953,22.28822898864746,68.11056518554689,34.31774139404297,34.30413818359375,42.2618408203125,33.575855255126946,10380.103142912352,10715.905598028608,10723.894590756827
2010-03-31,81.62220764160156,67.56423950195311,20.18047332763672,97.79051208496094,64.85321044921875,22.18508720397949,68.57796478271484,34.56189346313477,33.91503143310547,41.878196716308594,33.59180450439453,10354.196851926354,10689.168991222534,10696.076673991882
2010-04-01,81.59158325195312,67.59610748291016,20.711116790771484,98.51555633544922,64.92878723144531,22.24211311340332,68.41030120849611,35.19381332397461,34.08874893188477,42.568756103515625,34.396728515625,10463.42018209221,10802.621639126346,10809.398000858471
2010-04-05,81.08868408203125,67.68730926513672,20.711116790771484,99.30728149414062,64.60013580322266,22.20178985595703,67.27206420898439,35.29435348510742,34.839157104492195,42.568756103515625,34.73941802978516,10498.832705527951,10840.268908505732,10847.30266728099
2010-04-06,81.19085693359375,67.61569213867189,20.82367706298828,99.49896240234376,64.84663391113281,22.19603729248047,67.37971496582031,35.07892227172852,35.63822937011719,42.6915283203125,34.811153411865234,10535.248748231812,10879.637994341549,10885.76042164763
2010-04-07,81.53658294677734,67.64821624755861,20.791519165039066,98.97393035888672,64.91233825683594,22.190275192260746,68.24113464355469,34.63370132446289,34.853057861328125,42.61479187011719,34.54018402099609,10486.449796673951,10828.662501112145,10834.400986929351
2010-04-08,81.45796966552734,67.73936462402344,20.791519165039066,99.27395629882812,65.0931396484375,22.207550048828125,68.27182006835939,34.590621948242195,34.89475631713867,42.6301383972168,34.62784957885742,10497.646538098385,10840.167239035989,10846.102086155615
2010-04-09,81.54439544677734,67.81101226806639,20.920154571533203,99.92398834228516,65.224609375,22.207550048828125,68.43341064453125,35.26563262939453,35.38808822631836,42.82963562011719,34.811153411865234,10567.792702270212,10912.79470365618,10918.742273132035
2010-04-12,81.73297882080078,67.97378540039061,20.82367706298828,100.11566162109376,65.17530822753906,22.253633499145508,68.79480743408203,35.51696014404297,35.16572952270508,42.76058197021485,34.524242401123054,10564.141046471692,10908.072860988632,10914.372160469686
2010-04-13,81.86656188964844,68.00633239746094,20.69503402709961,100.20736694335938,65.38895416259766,22.31124496459961,69.01784515380861,35.495418548583984,36.02733993530273,42.67617416381836,34.50033950805664,10588.99597493347,10934.79483332111,10940.550042016972
2010-04-14,81.77230834960938,68.17560577392578,21.032718658447266,101.29911041259766,65.53685760498047,22.363100051879886,68.53337097167969,35.962188720703125,36.08292007446289,43.15956115722656,35.04226303100586,10672.611831820841,11021.01497333618,11027.452125323969
2010-04-15,81.92156982421875,68.54671478271484,21.12919807434082,101.40743255615234,65.88193511962889,22.403419494628906,68.61027526855469,35.93345260620117,35.096248626708984,43.1749153137207,34.82708740234375,10651.632429352308,10997.410663823466,11004.983045867351
2010-04-16,82.04729461669922,68.57279968261719,20.69503402709961,99.83230590820312,65.33963775634766,22.24211311340332,69.11018371582031,35.107635498046875,34.29022979736328,42.33089447021485,33.91059112548828,10495.010891479886,10835.17413690815,10842.056123506165
2010-04-19,81.89803314208984,68.39697265625,20.32519721984864,100.16568756103516,65.06029510498047,22.190275192260746,68.94098663330078,34.978389739990234,34.443099975585945,42.23115921020508,33.75120162963867,10468.553667219234,10807.60718293157,10814.819994431664
2010-04-20,82.0315933227539,68.59230041503906,20.421674728393555,101.07405853271484,65.81622314453125,22.29972076416016,69.18707275390625,35.3517951965332,35.02677154541016,42.376930236816406,34.141700744628906,10551.023547066841,10892.80196124728,10900.4401998295
2010-04-21,82.17301177978516,68.51419067382811,20.5020751953125,100.8907241821289,65.86552429199219,22.36885070800781,69.75623321533203,34.97121810913086,35.63822937011719,42.33089447021485,34.00623321533203,10560.717733049705,10904.644179391671,10910.88694257769
2010-04-22,82.00801086425781,68.32535552978516,20.61463737487793,101.14908599853516,65.45469665527344,22.426464080810547,69.54855346679689,34.597793579101555,36.18714904785156,42.031654357910156,34.157642364501946,10567.76084102568,10913.863124686555,10919.074651039551
2010-04-23,81.9058609008789,68.16907501220703,20.759355545043945,101.79080200195312,65.94763946533203,22.40919303894043,69.30242919921875,35.04301071166992,36.66658020019531,42.13140106201172,34.332977294921875,10623.801446814336,10971.747418583907,10977.47350054823
2010-04-26,81.89803314208984,68.20166778564453,21.032718658447266,101.4407730102539,65.98056030273439,22.357322692871094,69.37935638427734,34.935306549072266,36.95841598510742,42.34624481201172,34.34891128540039,10641.684492751236,10991.609505282637,10996.345237099336
2010-04-27,82.15726470947266,67.72637176513672,20.58247375488281,99.06559753417969,65.24105834960939,22.20178985595703,70.35609436035156,33.197509765625,35.777198791503906,41.25671005249024,33.12957763671875,10413.126814820316,10755.968269463418,10758.892441206404
2010-04-28,82.0315933227539,67.55707550048828,20.69503402709961,99.80731964111328,65.60256958007811,22.190275192260746,69.75623321533203,33.08980941772461,35.888362884521484,41.45619201660156,33.45632553100586,10444.977149649418,10788.887730537965,10792.505327768296
2010-04-29,82.06302642822266,67.68074798583984,20.839757919311523,101.03239440917969,65.91481781005861,22.27092170715332,70.04850006103516,33.83660888671875,37.50734329223633,41.878196716308594,33.950428009033196,10583.736505893128,10934.113707580707,10937.009635257975
2010-04-30,82.41658020019531,67.90866851806639,20.4377555847168,99.37395477294922,66.06273651123047,22.19603729248047,70.85598754882812,33.247772216796875,36.34001541137695,41.4178466796875,33.520076751708984,10461.825802316967,10806.443666557278,10809.426937893715
2010-05-03,82.26053619384766,68.00743103027344,20.63071632385254,100.64071655273438,66.11734008789061,22.270244598388672,70.76337432861328,33.491928100585945,37.54903030395508,41.77078628540039,33.727279663085945,10556.523487969564,10903.423430744908,10907.006864463337
2010-05-04,82.59152221679688,67.66080474853516,19.794553756713867,98.30719757080078,65.22299957275389,22.073110580444336,72.03678894042969,32.048572540283196,36.694374084472656,40.14414978027344,32.340587615966804,10309.404605508658,10648.944934194076,10649.595143860606
2010-05-05,82.52849578857422,67.150634765625,19.45687294006348,97.69884490966795,64.19614410400389,21.649864196777344,72.46133422851562,31.215578079223643,36.20104217529297,39.983009338378906,31.742868423461914,10196.46996097268,10533.982669666173,10532.063299507972
2010-05-06,82.64669799804688,64.16819763183594,18.70110893249512,94.34024047851562,62.4736557006836,20.28152275085449,74.69941711425781,29.54959297180176,34.71409225463867,38.97788619995117,30.57929992675781,9879.295676009251,10209.5468884942,10201.633307832444
2010-05-07,82.28421020507812,65.05111694335939,19.03879165649414,92.89013671875,62.97046279907226,20.84393310546875,73.76556396484375,29.34852600097656,34.13043212890625,38.91649627685547,30.611181259155273,9854.856872429871,10183.5039780792,10177.399382270145
2010-05-10,82.27630615234375,67.24219512939453,19.858875274658203,97.0987777709961,64.17955780029297,21.388954162597656,72.23747253417969,31.84031867980957,36.381690979003906,40.53546142578125,32.6195068359375,10260.158291936155,10599.58935965757,10598.386801150331
2010-05-11,82.58362579345703,67.27489471435547,19.424713134765625,96.80712127685548,63.815185546875,21.49331283569336,72.05223083496094,31.308921813964844,36.59709930419922,39.68378448486328,32.045703887939446,10184.211621906523,10520.383581915923,10519.195302402528
2010-05-12,82.49696350097656,67.53650665283203,19.55335235595703,98.14887237548828,64.51082611083984,21.586078643798828,71.5042724609375,31.84031867980957,37.18771743774414,40.05974578857422,32.492000579833984,10280.761748098676,10619.08053234482,10619.717646018655
2010-05-13,82.61518096923828,67.7523193359375,19.56943130493164,96.98210906982422,64.21267700195311,21.649864196777344,71.97502899169922,31.17249870300293,36.58319854736328,39.69913864135742,32.17322540283203,10205.32391981316,10542.251288035633,10541.433062372189
2010-05-14,82.91468811035156,67.41879272460939,19.424713134765625,95.24032592773438,63.66613388061523,21.400543212890625,73.2253189086914,30.152793884277344,35.42282485961914,39.06228256225586,31.615346908569336,10062.511434558905,10397.031793054965,10393.01476383568
2010-05-17,82.85159301757812,67.40572357177734,19.360387802124023,95.24868774414062,63.7655143737793,21.20340919494629,72.95523071289062,30.2246036529541,35.471473693847656,39.03926467895508,31.463924407958984,10050.99304982567,10384.477667048528,10380.999095522719
2010-05-18,83.13532257080078,67.30757141113281,18.990549087524414,94.00690460205078,63.45078659057617,21.04686164855957,74.07431030273438,29.54959297180176,34.575119018554695,38.21827697753906,30.78651428222656,9921.916029523503,10252.378855296174,10246.664557274706
2010-05-19,83.17474365234375,66.93479156494139,18.765430450439453,93.4568328857422,62.80487442016602,20.814945220947266,74.32122039794922,29.82246017456055,34.255504608154304,38.141544342041016,30.40396881103516,9873.189395320094,10202.101875841645,10195.539990037523
2010-05-20,83.1037826538086,65.60708618164061,18.057905197143555,89.9482650756836,60.33707809448242,20.29891586303711,75.88793182373047,28.795597076416016,32.49755859375,36.93689727783203,29.02523422241211,9575.45420276474,9897.503572069423,9885.468745181237
2010-05-21,83.45840454101562,66.11067962646484,18.28302764892578,91.17335510253906,62.22520065307617,20.58881950378418,75.96510314941406,29.48496437072754,33.588455200195305,37.73488998413086,29.814231872558594,9741.384685781079,10066.416900388933,10057.591789692506
2010-05-24,83.41114807128906,66.31345367431639,18.25086784362793,90.06494903564453,62.22520065307617,20.83812522888184,75.70266723632812,28.68069267272949,32.838024139404304,37.22848510742188,29.5034122467041,9651.89683821706,9974.605383874026,9965.505199016594
2010-05-25,83.51360321044922,65.77059173583984,17.94534683227539,90.1399383544922,62.10923767089844,20.7105712890625,76.07317352294922,28.666343688964844,33.102066040039055,37.013648986816406,29.21649932861328,9626.535087497228,9947.90052881131,9938.54788622704
2010-05-26,83.41901397705078,66.09764862060547,17.800622940063477,89.55654907226562,61.032691955566406,20.90770721435547,75.85706329345703,28.14212417602539,33.0325927734375,36.63000106811523,29.21649932861328,9574.502240107768,9895.290978651512,9884.739600292385
2010-05-27,83.22199249267578,66.51621246337889,18.524229049682614,92.60679626464844,62.158912658691406,21.243999481201172,74.1360092163086,29.987632751464844,34.846115112304695,37.988094329833984,30.906047821044922,9877.944016505451,10206.228840054937,10200.361628559313
2010-05-28,83.3087158203125,66.67319488525389,18.266944885253906,91.42339324951172,62.62272262573242,21.23239517211914,74.47560119628906,29.34134101867676,34.401405334472656,37.44331359863281,30.44382286071777,9786.746901217062,10111.547545165131,10105.762446889225
2010-06-01,83.44622039794922,66.81771850585939,17.96142578125,89.87326049804688,62.13829040527344,21.2347354888916,74.99906921386719,29.111560821533203,33.685718536376946,37.11338806152344,29.901885986328125,9685.504798483544,10006.443981670995,10000.48847123094
2010-06-02,83.35929107666016,66.50238037109375,18.266944885253906,92.2234344482422,62.42223358154297,21.43319129943848,74.28665161132812,30.08816146850586,34.3458251953125,37.61979293823242,30.961833953857425,9849.629662363564,10177.517866879076,10169.87605727162
2010-06-03,83.31974792480469,67.06076049804689,18.331268310546875,92.54014587402344,62.38886260986328,21.462373733520508,73.74456787109375,29.944543838500977,34.248565673828125,37.58142471313477,30.83432388305664,9847.681103666118,10175.715246471502,10168.119936710757
2010-06-04,83.5332260131836,66.74543762207031,17.83278465270996,89.28988647460938,62.12159729003906,21.21138572692871,75.72698974609375,28.479631423950195,32.309951782226555,36.49189758300781,29.814231872558594,9591.449950868211,9909.002278887452,9904.737357764949
2010-06-07,83.77827453613281,66.52865600585939,17.495105743408207,88.21479797363281,61.73743438720703,21.21138572692871,76.30777740478516,28.170846939086914,32.136241912841804,35.88574981689453,29.39980316162109,9508.03582772509,9821.62369062277,9817.86685705834
2010-06-08,83.68338775634766,66.36441802978516,17.655906677246094,89.05652618408203,61.82091522216797,21.188034057617188,75.92835235595703,28.601715087890625,32.71295166015625,36.560951232910156,30.03736686706543,9598.895109960424,9916.113605013748,9911.8052457533
2010-06-09,83.7308120727539,66.58777618408203,17.543344497680664,88.60649871826172,62.08813095092773,21.24057388305664,75.84314727783203,28.43654441833496,32.90752410888672,36.54560089111328,29.83016395568848,9581.128925610436,9896.531436028241,9893.294190531138
2010-06-10,83.47785186767578,66.90309143066406,18.138303756713867,91.29837799072266,62.6894760131836,21.386493682861328,74.48799133300781,29.908655166625977,34.331924438476555,37.5737419128418,30.76261138916016,9815.61011218373,10141.317373940276,10134.773067620577
2010-06-11,83.52532958984375,67.14617919921875,18.28302764892578,91.66507720947266,62.4389762878418,21.567434310913086,75.43274688720703,29.887102127075195,34.74188995361328,37.612117767333984,30.977785110473643,9860.841087850771,10188.012768852414,10181.117873365676
2010-06-14,83.64387512207031,67.33670043945311,18.315189361572266,91.57339477539062,62.88994216918945,21.584943771362305,75.0455551147461,30.188703536987305,35.172691345214844,37.81929016113281,30.95388412475586,9891.73782153751,10219.654578196518,10212.657160447423
2010-06-15,83.64387512207031,67.54034423828125,18.877992630004886,93.60686492919922,63.52470016479492,21.765899658203125,74.73577117919922,31.308921813964844,35.95784378051758,38.63259506225586,31.89428329467773,10085.206315152443,10421.689165068727,10412.403589613776
2010-06-16,83.77037048339844,67.68486022949219,18.926231384277344,93.59852600097656,63.7752571105957,21.66666412353516,75.16171264648438,31.05759048461914,35.63127899169922,38.63259506225586,31.85443687438965,10073.673946303448,10409.843413254908,10401.328982406038
2010-06-17,83.96800231933594,67.82283782958984,18.797588348388672,93.76522064208984,64.1761474609375,21.684179306030273,75.77346801757812,31.287384033203125,35.707706451416016,38.61725997924805,31.742868423461914,10087.092302422749,10423.284288089204,10414.718193916717
2010-06-18,83.83362579345703,68.13816070556639,18.82975006103516,93.84855651855469,64.42671203613281,21.71920394897461,75.64958953857422,31.17966651916504,35.59654235839844,38.63259506225586,31.92616081237793,10092.82419783025,10428.83344138156,10421.233076486518
