,AGG,EMB,EWT,IVV,JNK,PFF,TLT,VGK,VNQ,VPL,VWO
2010-01-29,0.09999999999984781,0.05000000000002872,0.10555590659456417,0.204166929945931,0.04722204670273219,0.045833070054092685,0.05000000000002102,0.09861102335136727,0.10138897664865734,0.09444409340544589,0.10277795329731185
2010-02-26,0.10504053134289797,0.050000000000031956,0.1067207084574232,0.20336035422872423,0.05168017711436162,0.0432792915425995,0.050000000000014755,0.09495946865696651,0.09663964577130676,0.09831982288566184,0.10000000000001169
2010-03-31,0.09999999999980277,0.05000000000003924,0.10421066249871545,0.19859644583379357,0.044385783335070886,0.0471928916675405,0.05280710833249816,0.09578933750131466,0.10561421666496298,0.10000000000000067,0.10140355416626105
2010-04-30,0.0983526824179728,0.05000000000002051,0.10164731758187047,0.20658927032748428,0.04341072967256485,0.0500000000000074,0.05494195274562147,0.09670536483628402,0.09505804725441307,0.10000000000002485,0.1032946351637363
2010-05-28,0.1015196641954535,0.05000000000001129,0.10607865678195402,0.20303932839097197,0.04392134321804683,0.04544100741354018,0.05000000000000696,0.10455899258647045,0.09696067160902548,0.09999999999999916,0.09848033580452015
2010-06-30,0.10155993367481297,0.05000000000003631,0.09688013265012746,0.20623973469978388,0.04376026530024418,0.0453201989751779,0.05000000000001621,0.10467980102484495,0.09844006632506613,0.10000000000000588,0.10311986734988425
2010-07-30,0.0969546452582632,0.04999999999999402,0.10609070948360232,0.2000000000000033,0.04390929051637216,0.053045354741804204,0.05456803211269205,0.09847732262908128,0.09543196788728901,0.09999999999999605,0.10152267737090256
2010-08-31,0.09593934645898994,0.05000000000001215,0.10270710236065035,0.20406065354097727,0.047292897639357755,0.04458579527870331,0.051353551180326085,0.1000000000000038,0.09864644881967866,0.10000000000000227,0.10541420472129838
2010-09-30,0.09785645018012813,0.050000000000058206,0.1042870996394719,0.20214354981976176,0.04571290036052739,0.050000000000005804,0.046784675270399236,0.0989282250901484,0.10107177490987944,0.10000000000001225,0.1032153247296074
2010-10-29,0.10552345571272068,0.05000000000000464,0.10184115190423473,0.20368230380846666,0.04263539238305915,0.048158848095766676,0.05736460761692255,0.09447654428728301,0.09999999999999981,0.10000000000000682,0.09631769619153531
2010-11-30,0.1067029009793918,0.04999999999998693,0.10335145048969777,0.2050271757345382,0.04329709902062164,0.049999999999998705,0.051675725244853095,0.09497282426546003,0.09832427475515108,0.09999999999999953,0.09664854951030127
2010-12-31,0.10332594341381349,0.05000000000000572,0.10498891512081662,0.20000000000000723,0.05665188682776129,0.0466740565861243,0.05166297170694965,0.09334811317225594,0.09833702829306529,0.1000000000000062,0.09501108487919419
2011-01-31,0.09744533327051196,0.04999999999997964,0.10510933345905431,0.2038320000942887,0.048722666635241316,0.04489066654093752,0.0461679999057117,0.10000000000000292,0.10127733336475969,0.09999999999998642,0.10255466672952573
2011-02-28,0.097427027668285,0.04999999999996085,0.10514594466362026,0.20257297233179375,0.05000000000000937,0.044854055336366605,0.04614054150227301,0.09871351383408149,0.10385945849771179,0.09999999999999935,0.10128648616589857
2011-03-31,0.09741624929335663,0.0499999999999904,0.10258375070663762,0.20387562605996906,0.04870812464667596,0.04483249858672804,0.046124373940045135,0.10000000000000378,0.10516750141327576,0.09999999999999844,0.10129187535331913
2011-04-29,0.09739871044646926,0.04999999999991881,0.10390193433044924,0.20520257910727208,0.05000000000003457,0.04479742089271717,0.04609806566953963,0.09869935522317336,0.10260128955362748,0.0999999999999914,0.10130064477680692
2011-05-31,0.09735258428503729,0.05000000000000514,0.10529483142992474,0.20397112357245314,0.04867629214253242,0.044705168570066435,0.04602887642755252,0.10132370785747734,0.10264741571495986,0.09999999999999587,0.09999999999999516
2011-06-30,0.09867808537634312,0.050000000000023456,0.1052876584947491,0.1973561707526291,0.04999999999998588,0.044712341505246174,0.046034256128926025,0.1026438292473654,0.10132191462368012,0.0999999999999937,0.10396574387105778
2011-07-29,0.09867046313719212,0.050000000000011924,0.10531814745120316,0.20132953686280253,0.04734092627439205,0.044681852548798966,0.046011389411597915,0.09999999999999776,0.10265907372559996,0.09999999999999963,0.10398861058840403
2011-08-31,0.09593608154902299,0.04999999999997643,0.10541855793466795,0.20406391845100014,0.044581442065332044,0.051354639483667835,0.04729072103266542,0.09864536051633165,0.1027092789673344,0.09999999999999842,0.10000000000000278
2011-09-30,0.09999999999998174,0.049999999999992314,0.10274179787699055,0.2054835957539664,0.04451640424603507,0.04588730318452444,0.04862910106151048,0.09725820212301937,0.10137089893849684,0.10000000000000395,0.10411269681547893
2011-10-31,0.10435307562094555,0.048548974793026334,0.10580410082793591,0.20290205041396994,0.044195899172066,0.045646924379040235,0.05000000000000232,0.09709794958602803,0.10145102520698303,0.09999999999999969,0.10000000000000313
2011-11-30,0.10418243499515357,0.04721171000321913,0.10557657999354049,0.2027882899967759,0.044423420006462364,0.04581756500484349,0.04860585500161131,0.0999999999999994,0.10000000000000339,0.10139414499838821,0.10000000000000284
2011-12-30,0.09858005919766705,0.04432023679079156,0.10141994080230983,0.20283988160461972,0.05425982240691286,0.045740177593085594,0.0499999999999977,0.09716011839538806,0.10000000000000121,0.10567976320922491,0.1000000000000016
2012-01-31,0.1014228393598053,0.044308642560704735,0.10569135743928688,0.2028456787196313,0.048577160640196224,0.04715432128034924,0.05000000000000592,0.09573148192053772,0.10000000000000746,0.10426851807946762,0.10000000000000754
2012-02-29,0.0999999999999651,0.0443540136366105,0.10282299318169912,0.20423448977254918,0.04858850340916749,0.04717700681829749,0.05000000000000347,0.0957655102274513,0.10000000000000248,0.10564598636340168,0.10141149659085213
2012-03-30,0.10442739687764147,0.04409680416312543,0.10000000000000604,0.19999999999998846,0.04704840208156883,0.04852420104078037,0.050000000000006296,0.09557260312233763,0.10147579895922304,0.10590319583688292,0.10295159791843947
2012-04-30,0.09591557626440217,0.04455410168578989,0.0999999999999888,0.20272294915711006,0.04999999999998581,0.04863852542144413,0.04999999999999322,0.09727705084288729,0.1013614745785448,0.10544589831420177,0.10408442373565205
2012-05-31,0.09486302441281347,0.046147268309594126,0.10128424389679501,0.20385273169041085,0.04743151220640131,0.050000000000005915,0.04871575610320089,0.10000000000000066,0.09999999999999883,0.10513697558718531,0.10256848779359373
2012-06-29,0.09856697091696003,0.044267883667946796,0.10000000000000167,0.20429908724904203,0.05000000000000864,0.05143302908301726,0.050000000000002445,0.09713394183395842,0.09570091275094265,0.10573211633208082,0.10286605816603926
2012-07-31,0.09587514276606937,0.04450019035481227,0.10137495241130823,0.20549980964519873,0.04862504758869624,0.04999999999999844,0.05000000000000524,0.0972500951773964,0.10000000000000299,0.10412485723391074,0.10274990482260135
2012-08-31,0.09535552824616576,0.04690368549744184,0.09845184274871663,0.20619262900510288,0.05000000000001975,0.05154815725127765,0.05464447175383474,0.09380737099488544,0.10309631450255384,0.10000000000000092,0.1000000000000006
2012-09-28,0.10000000000001744,0.048389762598375796,0.10161023740161002,0.20644094960643733,0.050000000000010994,0.054830712204831614,0.053220474803221826,0.09355905039355344,0.09999999999999946,0.09677952519677559,0.09516928779516638
2012-10-31,0.09999999999998778,0.04400284267807101,0.09700142133903383,0.2059971573219322,0.05000000000000387,0.052998578660965946,0.05149928933048368,0.09550213200855115,0.1000000000000005,0.0985007106695189,0.1044978679914511
2012-11-30,0.10639874973371682,0.04999999999999963,0.09680062513315078,0.20479906230026718,0.049999999999998865,0.05319937486684573,0.049999999999998365,0.09360125026630128,0.10159968743342127,0.09520093769972517,0.09840031256657492
2012-12-31,0.10000000000000141,0.04718233793452628,0.09436467586906186,0.20140883103273668,0.045773506901785076,0.05281766206547133,0.048591168967263995,0.10422649309820636,0.10000000000000303,0.09999999999999981,0.10563532413094423
2013-01-31,0.0971140978042454,0.049999999999998324,0.10432885329357988,0.20288590219572725,0.04855704890213857,0.051442951097863385,0.05000000000000462,0.09422819560857142,0.09567114670643007,0.10000000000000407,0.10577180439143694
2013-02-28,0.09861518683551912,0.04723037367110278,0.10000000000000411,0.20276962632890233,0.0458455605066655,0.04446074734220613,0.05000000000000166,0.10000000000000377,0.10138481316445111,0.1041544394933473,0.10553925265779615
2013-03-28,0.09999999999998466,0.04718192122903466,0.10000000000000385,0.20140903938548277,0.04436384245810921,0.0500000000000003,0.04859096061452346,0.09577288184357385,0.10281807877095181,0.10422711815642971,0.10563615754190563
2013-04-30,0.09856366679414152,0.047127333588292616,0.10000000000000177,0.20430899961756305,0.044254667176580054,0.05287266641170854,0.05000000000000162,0.09569100038243823,0.1000000000000029,0.10143633320585131,0.10574533282341847
2013-05-31,0.09999999999999763,0.050000000000012805,0.09843366794261023,0.2046989961721627,0.045301003827839366,0.05626532822954467,0.053132664114776296,0.0937346717704513,0.10156633205738282,0.09686733588522425,0.09999999999999802
2013-06-28,0.09999999999999218,0.04999999999999959,0.10155391923776969,0.206215676951078,0.04844608076222337,0.050000000000004305,0.05310783847553749,0.09533824228669593,0.10466175771330999,0.0937843230489258,0.09689216152446367
2013-07-31,0.09999999999999053,0.044268599057185276,0.10000000000000085,0.20286570047140684,0.04713429952859957,0.045701449292886026,0.05143285023570597,0.09856714976429319,0.1000000000000003,0.10573140094281853,0.10429855070711287
2013-08-30,0.09860672098998281,0.044426883960082174,0.10000000000000404,0.20278655801996262,0.04721344198004602,0.04582016297006192,0.05000000000000627,0.10557311603992661,0.10139327900998238,0.10417983702994237,0.10000000000000263
2013-09-30,0.0999999999999802,0.044340114023174754,0.10000000000000324,0.2028299429884143,0.04717005701159147,0.045755085517384046,0.05141497149421304,0.10565988597682333,0.10000000000000286,0.09858502850579628,0.1042449144826165
2013-10-31,0.10000000000000939,0.044180641717670895,0.09854516042941824,0.20436451871174036,0.045635481288262406,0.04709032085883515,0.052909679141160744,0.0999999999999995,0.10145483957058068,0.09999999999999908,0.10581935828232354
2013-11-29,0.10461140649533393,0.04538859350465025,0.09846286450154972,0.20000000000000606,0.05000000000000073,0.056148541993806006,0.05307427099690731,0.09692572900309619,0.10153713549845256,0.09385145800619617,0.10000000000000113
2013-12-31,0.10000000000000843,0.04400780463999115,0.09700390231999308,0.20299609768000626,0.049999999999997644,0.055992195360012514,0.05149804884000004,0.09850195115999547,0.09999999999999921,0.09550585347998972,0.10449414652000649
2014-01-31,0.09859096247977993,0.04436384991908194,0.10000000000000006,0.20281807504045843,0.0471819249595329,0.0500000000000004,0.04577288743930599,0.10140903752023041,0.09999999999999976,0.1056361500809209,0.1042271125606892
2014-02-28,0.09858702341375097,0.044348093655035954,0.10000000000000112,0.2000000000000019,0.04717404682751442,0.050000000000000856,0.04576107024127294,0.10423892975872626,0.10141297658624286,0.10565190634496896,0.10282595317248382
2014-03-31,0.10290455506850942,0.044190889862952124,0.10000000000000026,0.2014522775342659,0.047095444931476785,0.045643167397213164,0.048547722465741246,0.10000000000000034,0.10435683260278814,0.10580911013705219,0.10000000000000059
2014-04-30,0.10291659091959035,0.044166818160807524,0.09854170454020397,0.20437488637939047,0.047083409080408756,0.045625113620611966,0.05000000000000222,0.10145829545979751,0.0999999999999991,0.10583318183918775,0.10000000000000048
2014-05-30,0.10596109794714771,0.04403890205286929,0.1014902744867827,0.20447082346034784,0.045529176539646485,0.04850972551321467,0.049999999999995055,0.09999999999999927,0.10000000000000084,0.10298054897356615,0.09701945102642993
2014-06-30,0.10605042422258555,0.04848739394435274,0.09999999999999981,0.2045378181669416,0.04697478788870485,0.05000000000000032,0.05302521211129589,0.10151260605564776,0.10000000000000014,0.0954621818330588,0.09394957577741249
2014-07-31,0.10297244605981087,0.04554133091025546,0.09851377697008516,0.2059448921196694,0.04405510788033815,0.050000000000001446,0.05148622302991848,0.10445866908974988,0.1000000000000011,0.10000000000000248,0.09702755394016747
2014-08-29,0.10146934699212144,0.045591959023629655,0.1000000000000018,0.20440804097636853,0.0441226120315074,0.05000000000000216,0.047061306015753736,0.10587738796849058,0.10293869398424506,0.09853065300787911,0.10000000000000053
2014-09-30,0.09999999999998657,0.0456425071841199,0.09854750239470565,0.20145249760529746,0.044190009578819606,0.04709500478941054,0.0500000000000022,0.10580999042118146,0.10000000000000048,0.10435749281588622,0.10290499521059009
2014-10-31,0.10000000000000202,0.04563511823480528,0.09854503941160003,0.2043648817651988,0.044180157646399085,0.0470900788232014,0.04999999999999827,0.10145496058839966,0.10000000000000016,0.10290992117679836,0.10581984235359698
2014-11-28,0.1029849187534988,0.047015081246512096,0.09403016249302788,0.20149245937673996,0.04552262186976906,0.05596983750697452,0.04850754062325467,0.0999999999999984,0.09999999999999833,0.09999999999999884,0.10447737813022732
2014-12-31,0.10300265632684008,0.049999999999989636,0.09849867183661117,0.20150132816338082,0.04549601550980886,0.056005312653575376,0.04999999999998848,0.0999999999999966,0.09699734367321008,0.09399468734642438,0.1045039844901745
