Date,EEM,EFA,HYS,ICF,IEMG,IYR,LQD,SCHB,SCHF,SHYG,SJNK,SPY,TIP,VCIT,VCSH,VEA,VGIT,VGSH,VNQ,VTI,VWO
2016-01-25,27.14328956604004,49.241172790527344,76.44464874267578,85.62831115722656,32.83802795410156,62.929805755615234,101.9745864868164,42.31752395629883,23.264305114746094,36.437538146972656,20.760845184326172,176.8332061767578,103.56575012207031,75.60121154785156,73.36082458496094,30.670787811279297,61.77199172973633,58.49870681762695,66.35240173339844,89.91238403320312,26.942581176757812
2016-01-26,27.53871726989746,50.12063980102539,76.62377166748047,87.24921417236328,33.27450180053711,64.27669525146484,102.2623062133789,42.93177795410156,23.68947410583496,36.67217254638672,20.860774993896484,179.24575805664062,103.82897186279297,75.4752197265625,73.4072494506836,31.227933883666992,61.80029296875,58.53708267211914,67.74185180664062,91.28157043457031,27.331707000732422
2016-01-27,27.44456672668457,49.79999542236328,76.39346313476562,85.4842300415039,33.135196685791016,63.27766799926758,101.98360443115234,42.478179931640625,23.560075759887695,36.60513687133789,20.802474975585938,177.2949981689453,104.09221649169922,75.52921295166016,73.37008666992188,31.026994705200195,61.80973815917969,58.5850715637207,66.43104553222656,90.24287414550781,27.15567398071289
2016-01-28,27.877653121948242,49.94657897949219,76.76880645751953,84.50269317626953,33.62739562988281,62.85845184326172,102.10045623779297,42.63883590698242,23.661746978759766,36.797874450683594,20.869112014770508,178.2185821533203,104.3084487915039,75.628173828125,73.39797973632812,31.145734786987305,61.904151916503906,58.60426712036133,65.9242172241211,90.60169219970703,27.591127395629883
2016-01-29,28.781490325927734,50.826045989990234,76.93086242675781,85.988525390625,34.67680358886719,64.22317504882812,102.63093566894531,43.697242736816406,24.096160888671875,36.906837463378906,20.944049835205078,182.5630645751953,104.73149871826172,76.01502227783203,73.50011444091797,31.684614181518555,62.13068389892578,58.64265441894531,67.27869415283203,92.84902954101562,28.563955307006836
2016-02-01,28.50845718383789,50.77107620239258,76.64803314208984,86.16862487792969,34.3796272277832,64.23208618164062,102.3037338256836,43.70669174194336,24.04070281982422,36.7624397277832,20.84241485595703,182.49705505371094,104.54347229003906,75.7796401977539,73.41735076904297,31.620681762695312,62.05036926269531,58.590797424316406,67.39229583740234,92.86791229248047,28.2767391204834
2016-02-02,27.585790634155273,49.58929443359375,76.33946990966797,85.4752197265625,33.34878921508789,63.55418014526367,102.49313354492188,42.875083923339844,23.49537467956543,36.602455139160156,20.725318908691406,179.20809936523438,104.8631362915039,76.05024719238281,73.51033782958984,30.908262252807617,62.31494903564453,58.696414947509766,66.78058624267578,91.07381439208984,27.43362808227539
2016-02-03,28.367229461669922,50.001548767089844,76.39948272705078,85.96149444580078,34.20317840576172,63.86639404296875,102.2406234741211,43.082984924316406,23.69871711730957,36.65297317504883,20.817323684692383,180.28244018554688,104.99472045898438,76.05923461914062,73.55684661865234,31.182262420654297,62.31494903564453,58.70602035522461,67.22628021240234,91.6214828491211,28.165555953979492
2016-02-04,28.583776473999023,50.065673828125,76.45945739746094,86.0245361328125,34.40748596191406,63.937744140625,102.28572082519531,43.18693161010742,23.772661209106445,36.644554138183594,20.742048263549805,180.56517028808594,105.0135269165039,76.12235260009766,73.5289535522461,31.246200561523438,62.39057159423828,58.696414947509766,67.26123809814453,91.83867645263672,28.360124588012695
2016-02-05,28.25425148010254,49.29613494873047,76.0052261352539,84.09745788574219,34.036014556884766,62.501651763916016,102.2676773071289,42.32697677612305,23.412189483642578,36.50982666015625,20.666780471801758,177.12535095214844,104.72211456298828,76.05923461914062,73.49173736572266,30.780391693115234,62.41890335083008,58.696414947509766,65.98538208007812,89.95015716552734,28.063648223876953
2016-02-08,27.868240356445312,48.380027770996094,75.02814483642578,81.48602294921875,33.59953689575195,60.664154052734375,102.7996826171875,41.6749153137207,23.00550079345703,36.248809814453125,20.45767593383789,174.74105834960938,104.79730987548828,76.28472137451172,73.55684661865234,30.223236083984375,62.68352508544922,58.76362228393555,64.09783172607422,88.55265045166016,27.67451286315918
2016-02-09,27.482227325439453,47.82119369506836,74.62533569335938,79.76606750488281,33.135196685791016,59.68295669555664,102.44805145263672,41.618228912353516,22.69124412536621,36.139320373535156,20.390771865844727,174.75047302246094,104.56229400634766,76.16747283935547,73.51033782958984,29.894424438476562,62.6740608215332,58.744407653808594,62.918121337890625,88.43934631347656,27.322446823120117
2016-02-10,27.595205307006836,47.7662239074707,74.47962951660156,80.3694076538086,33.27450180053711,59.995155334472656,102.57429504394531,41.60877227783203,22.663516998291016,36.004608154296875,20.33222198486328,174.5996856689453,104.94774627685547,76.1764907836914,73.4824447631836,29.830488204956055,62.75914001464844,58.754024505615234,63.35505294799805,88.49600982666016,27.40583038330078
2016-02-11,27.133872985839844,47.06998062133789,74.06822204589844,79.28881072998047,32.75444030761719,59.112083435058594,102.91693115234375,41.10791015625,22.367746353149414,35.80253601074219,20.16495132446289,172.3285369873047,105.31439208984375,76.158447265625,73.50104522705078,29.437740325927734,62.967018127441406,58.79240798950195,62.45498275756836,87.4006576538086,27.00743293762207
2016-02-12,27.6046199798584,47.89447784423828,74.71102905273438,80.15328216552734,33.23735046386719,59.87920379638672,102.3398208618164,41.91117858886719,22.72821617126465,36.17302703857422,20.415861129760742,175.88137817382812,104.91954040527344,75.89688110351562,73.31504821777344,29.9035587310791,62.740238189697266,58.734825134277344,63.17155838012695,89.10031127929688,27.4521541595459
2016-02-16,28.216594696044922,48.865562438964844,74.99386596679688,81.50404357910156,33.92456817626953,61.02986145019531,101.8528823852539,42.676631927490234,23.15338706970215,36.18144607543945,20.482772827148438,178.84996032714844,104.48706817626953,75.79769897460938,73.24994659423828,30.47898292541504,62.53231430053711,58.70602035522461,64.33379364013672,90.72444915771484,28.100706100463867
2016-02-17,28.77207374572754,49.70838928222656,75.34529113769531,82.2514419555664,34.59321594238281,61.5828971862793,101.82579803466797,43.394840240478516,23.587804794311523,36.526676177978516,20.57477569580078,181.7714385986328,104.3084487915039,75.68946075439453,73.31504821777344,31.026994705200195,62.41890335083008,58.72521209716797,64.88432312011719,92.22583770751953,28.68440055847168
2016-02-18,28.602603912353516,49.451873779296875,75.44812774658203,83.04388427734375,34.3796272277832,62.17160415649414,102.65543365478516,43.21528625488281,23.49537467956543,36.54351806640625,20.624958038330078,181.0269012451172,104.5998764038086,76.11335754394531,73.42665100097656,30.880861282348633,62.645721435546875,58.76362228393555,65.53971862792969,91.85755157470703,28.545419692993164
2016-02-19,28.470796585083008,49.396907806396484,75.74809265136719,83.70124816894531,34.240318298339844,62.30540466308594,102.58329772949219,43.2247314453125,23.439916610717773,36.594032287597656,20.633323669433594,180.9420928955078,104.68450927734375,76.16747283935547,73.4080581665039,30.826053619384766,62.56067657470703,58.70602035522461,65.91548156738281,91.8764419555664,28.424978256225586
2016-02-22,29.176916122436523,49.95573425292969,76.17665100097656,84.59272766113281,35.06684494018555,63.02791976928711,102.79070281982422,43.85789489746094,23.70796012878418,36.86347198486328,20.792226791381836,183.56198120117188,104.9383316040039,76.23959350585938,73.37084197998047,31.20053482055664,62.55121994018555,58.72521209716797,66.54464721679688,93.2173080444336,29.129117965698242
2016-02-23,28.55552864074707,49.14039611816406,76.34806060791016,84.32258605957031,34.351768493652344,62.87627410888672,102.99810028076172,43.32868957519531,23.338245391845703,36.779273986816406,20.775501251220703,181.24366760253906,105.25797271728516,76.32982635498047,73.44525146484375,30.679920196533203,62.645721435546875,58.734825134277344,66.36988830566406,92.0936279296875,28.49909782409668
2016-02-24,28.489627838134766,48.966339111328125,76.47659301757812,84.07044219970703,34.296043395996094,62.90302658081055,103.0972671508789,43.555484771728516,23.301273345947266,36.812965393066406,20.775501251220703,182.072998046875,105.49301147460938,76.47413635253906,73.51964569091797,30.588581085205078,62.63628005981445,58.744407653808594,66.29122924804688,92.56574249267578,28.49909782409668
2016-02-25,28.583776473999023,49.552650451660156,76.65660858154297,85.79940032958984,34.40748596191406,64.04479217529297,103.67440795898438,44.056339263916016,23.578561782836914,36.98978042602539,20.85913848876953,184.27821350097656,105.92548370361328,76.76273345947266,73.69630432128906,30.953927993774414,62.77803421020508,58.76362228393555,67.64572143554688,93.66108703613281,28.545419692993164
2016-02-26,28.301326751708984,49.42439651489258,77.04226684570312,85.33116149902344,34.06387710571289,63.848548889160156,103.63834381103516,44.01854705810547,23.48613166809082,37.14134979248047,20.97623062133789,183.85411071777344,105.65283966064453,76.84390258789062,73.68702697753906,30.844327926635742,62.513431549072266,58.68682098388672,67.29618072509766,93.58555603027344,28.295270919799805
2016-02-29,28.54611587524414,49.1312370300293,77.66793060302734,84.98896026611328,34.34247589111328,63.74151611328125,103.71047973632812,43.68779754638672,23.38446044921875,37.39393997192383,21.168598175048828,182.41226196289062,106.0101089477539,76.83490753173828,73.6684341430664,30.707317352294922,62.598453521728516,58.696414947509766,67.03401947021484,92.8395767211914,28.471303939819336
2016-03-01,29.562929153442383,50.413795471191406,78.40853881835938,87.46532440185547,35.56832504272461,65.40060424804688,103.1452407836914,44.74619674682617,23.976003646850586,37.73998260498047,21.421724319458008,186.7001953125,105.71864318847656,76.7372055053711,73.5519790649414,31.501943588256836,62.255897521972656,58.646446228027344,68.92155456542969,95.04915618896484,29.50897979736328
2016-03-02,29.958358764648438,50.76191711425781,78.26214599609375,88.06866455078125,36.01409912109375,65.90011596679688,103.353271484375,44.98244857788086,24.15161895751953,37.646934509277344,21.32084083557129,187.53897094726562,105.94430541992188,76.54727172851562,73.47746276855469,31.721153259277344,62.236995697021484,58.61765670776367,69.41967010498047,95.57794952392578,29.962966918945312
2016-03-03,30.297298431396484,51.256622314453125,78.40853881835938,88.35680389404297,36.36699676513672,66.23015594482422,103.84159851074219,45.20926284790039,24.401174545288086,37.63846969604492,21.362873077392578,188.27401733398438,106.1605224609375,76.77339935302734,73.47746276855469,32.0590934753418,62.255897521972656,58.65606689453125,69.78669738769531,96.05006408691406,30.287240982055664
2016-03-04,30.899852752685547,51.63222885131836,78.8046875,88.34782409667969,37.09135437011719,66.40855407714844,103.82353210449219,45.351009368896484,24.576791763305664,37.723079681396484,21.463764190673828,188.8865966796875,105.83145904541016,76.86385345458984,73.56132507324219,32.30570602416992,62.11397171020508,58.61765670776367,69.7954330444336,96.38056182861328,30.95432472229004
2016-03-07,30.8527774810791,51.5681037902832,78.89078521728516,88.45587921142578,37.00777816772461,66.53343200683594,103.94110870361328,45.46441650390625,24.558305740356445,37.7653694152832,21.48057746887207,189.03733825683594,105.40839385986328,76.75529479980469,73.51470947265625,32.2783088684082,62.01933288574219,58.579227447509766,69.97893524169922,96.578857421875,30.88946533203125
2016-03-08,30.325542449951172,51.064239501953125,78.64105987548828,87.72647094726562,36.42271423339844,65.84658813476562,104.4927978515625,44.88795852661133,24.317989349365234,37.67231369018555,21.41331672668457,186.97349548339844,105.81266784667969,76.99951171875,73.61719512939453,31.92209243774414,62.26537322998047,58.59842300415039,69.26238250732422,95.37964630126953,30.352094650268555
2016-03-09,30.513839721679688,51.256622314453125,78.74439239501953,88.2037353515625,36.61773681640625,66.11419677734375,104.37519073486328,45.09585189819336,24.410417556762695,37.723079681396484,21.455347061157227,187.89706420898438,105.74686431884766,76.9000244140625,73.65447998046875,32.0590934753418,62.14236831665039,58.569610595703125,69.64686584472656,95.84233093261719,30.546663284301758
2016-03-10,30.560911178588867,51.17417907714844,79.16635131835938,88.05965423583984,36.70131301879883,65.9447250366211,104.80929565429688,45.086402893066406,24.401174545288086,37.833045959472656,21.514202117919922,188.04782104492188,105.38020324707031,77.00856018066406,73.66374206542969,32.031700134277344,61.962562561035156,58.54078674316406,69.3934555053711,95.81401062011719,30.4725399017334
2016-03-11,31.20113182067871,52.51169204711914,80.1653060913086,90.2568588256836,37.499977111816406,67.50569152832031,105.1077880859375,45.84241485595703,25.02968978881836,38.129150390625,21.715974807739258,191.08238220214844,105.34256744384766,77.0899658203125,73.71968078613281,32.862857818603516,61.83953857421875,58.55038833618164,70.94892883300781,97.4381332397461,31.139619827270508
2016-03-14,31.01283073425293,52.401763916015625,79.88108825683594,90.23886108398438,37.23066329956055,67.41649627685547,105.41525268554688,45.795162200927734,24.94650650024414,38.06993103027344,21.657127380371094,190.83738708496094,105.2203598022461,77.14422607421875,73.78486633300781,32.789791107177734,61.83953857421875,58.52157211303711,70.95767211914062,97.32481384277344,30.963579177856445
2016-03-15,30.570329666137695,51.907066345214844,79.51081848144531,90.41896057128906,36.70131301879883,67.39865112304688,105.37907409667969,45.61561584472656,24.69694709777832,37.84150695800781,21.539426803588867,190.5263671875,105.0135269165039,77.25277709960938,73.78486633300781,32.45677947998047,61.83009338378906,58.54078674316406,70.99261474609375,96.99278259277344,30.441070556640625
2016-03-16,31.18229866027832,52.36511993408203,79.9586181640625,91.47254943847656,37.42568588256836,68.25497436523438,105.88552856445312,45.9085693359375,24.983476638793945,38.01070785522461,21.657127380371094,191.62896728515625,106.1323013305664,77.51507568359375,74.04569244384766,32.79620361328125,62.0855712890625,58.6368522644043,71.84901428222656,97.59992980957031,31.081451416015625
2016-03-17,31.86958885192871,52.768211364746094,80.15667724609375,92.78726959228516,38.22434616088867,69.20938873291016,106.21112060546875,46.258216857910156,25.196063995361328,38.16299057006836,21.715974807739258,192.8447265625,106.36735534667969,77.81355285644531,74.1481704711914,33.09894943237305,62.132904052734375,58.627235412597656,72.86267852783203,98.34938049316406,31.71254539489746
2016-03-18,32.039058685302734,52.676597595214844,80.40641784667969,92.26496887207031,38.34507751464844,68.9417953491211,106.4552993774414,46.47557067871094,25.131362915039062,38.20528793334961,21.758012771606445,193.60215759277344,106.724609375,78.16629028320312,74.15748596191406,33.043907165527344,62.26537322998047,58.665672302246094,72.54810333251953,98.78577423095703,31.926000595092773
2016-03-21,32.10496520996094,52.594146728515625,80.4925537109375,91.37349700927734,38.49365997314453,68.49579620361328,106.32865905761719,46.51697540283203,25.094390869140625,38.16299057006836,21.76642608642578,193.8768310546875,106.75281524658203,78.0215835571289,74.12952423095703,32.97968673706055,62.16129684448242,58.6368522644043,71.89331817626953,98.88066101074219,32.05593490600586
2016-03-22,32.0296516418457,52.502540588378906,80.36336517333984,91.33745574951172,38.400794982910156,68.5136489868164,106.12972259521484,46.507484436035156,25.075904846191406,38.16299057006836,21.732789993286133,193.7726287841797,106.48016357421875,77.92208099365234,74.12952423095703,32.942989349365234,62.0288200378418,58.61765670776367,71.89331817626953,98.85216522216797,31.91672134399414
2016-03-23,31.48357582092285,51.97119140625,79.92414093017578,90.95153045654297,37.75072479248047,68.03070831298828,106.66333770751953,46.1370964050293,24.81710433959961,38.04456329345703,21.732789993286133,192.4938507080078,106.59298706054688,78.22058868408203,74.24129486083984,32.585208892822266,62.27484130859375,58.665672302246094,71.50450134277344,98.04580688476562,31.424842834472656
2016-03-24,31.408260345458984,51.62306594848633,79.60552978515625,90.87870788574219,37.67642593383789,68.08485412597656,106.61807250976562,46.118099212646484,24.641490936279297,37.95994186401367,21.665536880493164,192.40859985351562,106.3485336303711,78.06683349609375,74.21337127685547,32.37421798706055,62.218055725097656,58.646446228027344,71.53101348876953,98.0173568725586,31.378437042236328
2016-03-28,31.51181983947754,51.93454360961914,79.4849624633789,91.79804229736328,37.815731048583984,68.60838317871094,106.68136596679688,46.14658737182617,24.807861328125,37.892269134521484,21.631900787353516,192.52227783203125,106.48016357421875,78.06683349609375,74.25991821289062,32.57604217529297,62.236995697021484,58.6368522644043,72.17609405517578,98.0837631225586,31.46196746826172
2016-03-29,31.94490623474121,52.493377685546875,79.61414337158203,93.67314910888672,38.28007125854492,69.9713363647461,107.16071319580078,46.66893005371094,25.075904846191406,37.943031311035156,21.6739444732666,194.30311584472656,107.59893035888672,78.49191284179688,74.43692779541016,32.96133804321289,62.549259185791016,58.74252700805664,73.74011993408203,99.17475128173828,31.76822853088379
2016-03-30,32.27442932128906,52.887306213378906,80.00167846679688,93.32726287841797,38.70726013183594,69.8630142211914,107.0340805053711,46.82088088989258,25.27000617980957,38.053009033203125,21.690752029418945,195.15565490722656,107.66472625732422,78.34722137451172,74.40898895263672,33.20903396606445,62.59658432006836,58.76173400878906,73.59874725341797,99.55420684814453,32.13018798828125
2016-03-31,32.246192932128906,52.36511993408203,80.0533447265625,93.90071868896484,38.65153503417969,70.27821350097656,107.45915985107422,46.80188751220703,25.05742073059082,38.09530258178711,21.70757293701172,194.68202209472656,107.77757263183594,78.62759399414062,74.54871368408203,32.91546630859375,62.738525390625,58.79056167602539,74.04940032958984,99.44036102294922,32.09306335449219
2016-04-01,32.152042388916016,51.80628967285156,80.33010864257812,93.97354125976562,38.57724380493164,70.32335662841797,107.8058090209961,47.08680725097656,24.780134201049805,38.160884857177734,21.76351547241211,196.00820922851562,107.8621597290039,78.73912811279297,74.61399841308594,32.54851531982422,62.67030334472656,58.7309455871582,73.95220947265625,100.0665054321289,32.18587112426758
2016-04-04,31.766029357910156,51.69635772705078,80.0101318359375,93.82789611816406,38.16862106323242,70.22406768798828,107.81490325927734,46.887367248535156,24.72467613220215,37.9908561706543,21.704397201538086,195.37355041503906,107.9937973022461,78.82075500488281,74.56739044189453,32.47513198852539,62.70820999145508,58.740570068359375,73.84616088867188,99.64907836914062,31.749670028686523
2016-04-05,31.14463996887207,50.679473876953125,79.73334503173828,93.34545135498047,37.453548431396484,69.82689666748047,108.15951538085938,46.43150329589844,24.244049072265625,37.81235122680664,21.619945526123047,193.4221649169922,108.1065902709961,78.93864440917969,74.67935180664062,31.86965560913086,62.86928176879883,58.78862762451172,73.36016845703125,98.68142700195312,31.155698776245117
2016-04-06,31.521240234375,51.503971099853516,80.10523986816406,93.52751159667969,37.93645477294922,69.99840545654297,108.06885528564453,46.925350189208984,24.632247924804688,38.0418701171875,21.704397201538086,195.53456115722656,107.82455444335938,78.97490692138672,74.781982421875,32.38338851928711,62.76505661010742,58.78862762451172,73.53688049316406,99.76292419433594,31.554773330688477
2016-04-07,30.890438079833984,50.75276184082031,79.98417663574219,92.9631576538086,37.21208953857422,69.61930084228516,108.35905456542969,46.37452697753906,24.290264129638672,37.99936294555664,21.68750762939453,193.19479370117188,108.20063781738281,79.20159912109375,74.80068969726562,31.924701690673828,63.020843505859375,58.80786895751953,73.077392578125,98.56759643554688,30.89583396911621
2016-04-08,31.427087783813477,51.723838806152344,80.2522964477539,93.41828155517578,37.80643844604492,70.01646423339844,108.11415100097656,46.497982025146484,24.76165008544922,38.160884857177734,21.76351547241211,193.71583557128906,107.98439025878906,79.0474624633789,74.74467468261719,32.53017044067383,62.9450798034668,58.81747055053711,73.48387908935547,98.85216522216797,31.434123992919922
2016-04-11,31.831932067871094,51.75132751464844,80.45117950439453,93.07239532470703,38.26148986816406,69.92618560791016,108.1051025390625,46.39351272583008,24.789377212524414,38.21189880371094,21.822629928588867,193.26112365722656,107.71174621582031,79.09281158447266,74.74467468261719,32.55769348144531,62.92610168457031,58.82708740234375,73.33364868164062,98.57708740234375,31.851757049560547
2016-04-12,32.321510314941406,52.5208625793457,80.91820526123047,93.71866607666016,38.84656524658203,70.40460205078125,107.6788330078125,46.81138610839844,25.15909194946289,38.30540466308594,21.898637771606445,195.06094360351562,107.2604751586914,78.88422393798828,74.73534393310547,33.05308151245117,62.78398895263672,58.79823684692383,73.86382293701172,99.53522491455078,32.3436393737793
2016-04-13,32.895816802978516,53.354522705078125,81.41118621826172,93.09968566894531,39.48734664916992,70.24211883544922,108.05068969726562,47.37171936035156,25.547292709350586,38.5604362487793,22.025320053100586,197.03125,107.3544921875,79.03838348388672,74.71668243408203,33.57597732543945,62.76505661010742,58.80786895751953,73.53688049316406,100.70211029052734,32.94689178466797
2016-04-14,32.73576736450195,53.528587341308594,81.24687957763672,92.39881134033203,39.320186614990234,69.79080200195312,107.97814178466797,47.37171936035156,25.602750778198242,38.500938415527344,22.03375816345215,197.04071044921875,107.10063171386719,79.03838348388672,74.74467468261719,33.612674713134766,62.67030334472656,58.759788513183594,73.13042449951172,100.6641616821289,32.77983856201172
2016-04-15,32.54747009277344,53.40949249267578,81.33335876464844,93.10880279541016,39.11587905883789,70.25115203857422,108.43159484863281,47.343223571777344,25.538049697875977,38.5179328918457,22.067543029785156,196.82281494140625,107.48612213134766,79.31044006347656,74.83795928955078,33.52094268798828,62.8218994140625,58.81747055053711,73.67826843261719,100.61672973632812,32.58494186401367
2016-04-18,32.6981086730957,53.8675422668457,81.73987579345703,93.70044708251953,39.301612854003906,70.54901885986328,108.54948425292969,47.647132873535156,25.741392135620117,38.62843704223633,22.160436630249023,198.20584106445312,107.46732330322266,79.30136108398438,74.83795928955078,33.823673248291016,62.77451705932617,58.80786895751953,74.03173065185547,101.290283203125,32.696311950683594
2016-04-19,33.19709777832031,54.80198287963867,82.12039184570312,93.64585876464844,39.905250549316406,70.62120819091797,108.74903106689453,47.770599365234375,26.194292068481445,38.81546401977539,22.253337860107422,198.8310546875,107.65531921386719,79.33763122558594,74.84729766845703,34.410797119140625,62.68927001953125,58.77903366088867,74.06707000732422,101.57489013671875,33.197479248046875
2016-04-20,33.04645919799805,54.84779357910156,82.31068420410156,92.07112121582031,39.69165802001953,69.62834167480469,108.44972229003906,47.827579498291016,26.212778091430664,38.87498474121094,22.320899963378906,199.0205078125,107.20406341552734,79.41017150878906,74.80068969726562,34.41997146606445,62.5092658996582,58.7309455871582,72.81230926513672,101.67924499511719,32.98402404785156
2016-04-21,32.71693420410156,54.51798629760742,82.05987548828125,90.42356872558594,39.28303527832031,68.4458999633789,108.40438842773438,47.59014892578125,26.06489372253418,38.79847717285156,22.295570373535156,197.95008850097656,107.07244873046875,79.3467025756836,74.82865142822266,34.2181396484375,62.423988342285156,58.740570068359375,71.51334381103516,101.17644500732422,32.6220703125
2016-04-22,32.51922607421875,54.545475006103516,82.24149322509766,91.37933349609375,39.0787353515625,69.17701721191406,108.52228546142578,47.63764190673828,26.06489372253418,38.84947204589844,22.337791442871094,197.95008850097656,107.00662994384766,79.33763122558594,74.80068969726562,34.190616607666016,62.423988342285156,58.7309455871582,72.29095458984375,101.31875610351562,32.50141143798828
2016-04-25,32.31209182739258,54.2706413269043,82.1463623046875,92.2349624633789,38.865135192871094,69.61029052734375,108.26837158203125,47.52367401123047,25.93549346923828,38.789955139160156,22.312458038330078,197.6090850830078,106.88443756103516,79.19254302978516,74.7633285522461,34.043846130371094,62.31977844238281,58.7309455871582,72.89183807373047,101.07210540771484,32.24155807495117
