Date,BNDX,EMLC,FNDA,FNDC,FNDE,FNDF,FNDX,IAU,SCHA,SCHC,SCHE,SCHF,SCHH,SCHP,SCHR,SCHX,SHYG,SPIB,VMBS,VNQI
2016-01-26,49.401546478271484,28.206710815429688,24.486326217651367,22.941434860229492,15.575813293457031,20.429542541503906,25.099475860595703,10.829999923706055,45.000240325927734,24.56167221069336,16.419431686401367,23.68947410583496,35.344520568847656,50.38432312011719,51.5546760559082,42.591102600097656,36.793338775634766,32.112709045410156,49.37571334838867,41.20229721069336
2016-01-27,49.550315856933594,28.223682403564453,24.227266311645508,22.913320541381836,15.594511985778809,20.33730697631836,24.949237823486328,10.859999656677246,44.42577362060547,24.40350914001465,16.317157745361328,23.560075759887695,34.646087646484375,50.59183120727539,51.61140441894531,42.14764404296875,36.72607421875,32.112709045410156,49.31073760986328,40.86980056762695
2016-01-28,49.65259552001953,28.47840690612793,24.236858367919922,23.072635650634766,15.893686294555664,20.494104385375977,25.07131004333496,10.75,44.416194915771484,24.61749267578125,16.568193435668945,23.661746978759766,34.30606460571289,50.6484260559082,51.6208610534668,42.345787048339844,36.91945266723633,32.150997161865234,49.394283294677734,41.19355010986328
2016-01-29,49.810665130615234,28.835018157958984,24.956483840942383,23.475610733032227,16.426591873168945,20.835365295410156,25.709827423095703,10.779999732971191,45.881099700927734,24.98033905029297,17.15393829345703,24.096160888671875,34.98611068725586,50.89364242553711,51.80998229980469,43.364803314208984,37.02876281738281,32.218017578125,49.542808532714844,42.57599639892578
2016-02-01,49.806949615478516,28.862340927124023,24.966075897216797,23.400638580322266,16.16481590270996,20.761579513549805,25.71921730041504,10.90999984741211,45.73748016357422,25.064071655273438,16.995880126953125,24.04070281982422,35.01368713378906,50.723880767822266,51.722232818603516,43.37424087524414,36.88389587402344,32.04568099975586,49.43406677246094,42.74223709106445
2016-02-02,49.89070510864258,28.57217025756836,24.39997673034668,23.025779724121094,15.585161209106445,20.198959350585938,25.202768325805664,10.90999984741211,44.7130126953125,24.608190536499023,16.475215911865234,23.49537467956543,34.63689422607422,50.950233459472656,51.99677276611328,42.5439338684082,36.723392486572266,32.13185119628906,49.638572692871094,41.981021881103516
2016-02-03,49.96516799926758,28.947677612304688,24.50551986694336,23.194467544555664,16.136768341064453,20.457210540771484,25.418737411499023,11.029999732971191,44.90449523925781,24.85938835144043,16.912200927734375,23.69871711730957,34.8850212097168,50.99739456176758,51.9683723449707,42.77037811279297,36.774070739746094,32.141414642333984,49.554908752441406,42.76848602294922
2016-02-04,49.96516799926758,29.237834930419922,24.707014083862305,23.21320915222168,16.361146926879883,20.63245391845703,25.522029876708984,11.170000076293945,45.210880279541016,24.896604537963867,17.051664352416992,23.772661209106445,34.89421844482422,50.97852325439453,52.063053131103516,42.855289459228516,36.765621185302734,32.141414642333984,49.647857666015625,42.68974304199219
2016-02-05,49.97447967529297,29.050090789794922,24.15050506591797,22.838350296020508,16.23961067199707,20.328086853027344,25.202768325805664,11.329999923706055,44.10023498535156,24.515153884887695,16.921497344970703,23.412189483642578,34.223350524902344,50.86534118652344,52.063053131103516,42.006107330322266,36.630455017089844,32.06482696533203,49.61066818237305,42.05976867675781
2016-02-08,50.06756591796875,28.794065475463867,23.77630043029785,22.575944900512695,15.996528625488281,20.005271911621094,24.892898559570312,11.5,43.20022964477539,23.975542068481445,16.679763793945312,23.00550079345703,33.25840759277344,50.89364242553711,52.299739837646484,41.38337707519531,36.36855697631836,32.218017578125,49.638572692871094,41.534786224365234
2016-02-09,50.09548568725586,28.9818172454834,23.66115951538086,22.285429000854492,15.706700325012207,19.700902938842773,24.836559295654297,11.460000038146973,42.85554504394531,23.640609741210938,16.456621170043945,22.69124412536621,32.63349151611328,50.808753967285156,52.309226989746094,41.37394332885742,36.258731842041016,32.179725646972656,49.60137939453125,41.10604476928711
2016-02-10,50.039634704589844,29.1695556640625,23.699542999267578,22.16360092163086,15.781496047973633,19.58100128173828,24.78021812438965,11.539999961853027,42.90342330932617,23.752256393432617,16.540300369262695,22.663516998291016,32.84485626220703,50.93138122558594,52.37548065185547,41.3645133972168,36.123573303222656,32.218017578125,49.675743103027344,41.167301177978516
2016-02-11,50.114097595214844,28.913532257080078,23.3541259765625,21.92931365966797,15.585161209106445,19.322750091552734,24.47035026550293,12.029999732971191,42.35767364501953,23.510360717773438,16.298564910888672,22.367746353149414,32.30265808105469,51.07284927368164,52.48910140991211,40.8455696105957,35.92082214355469,32.304195404052734,49.740814208984375,40.79981231689453
2016-02-12,49.9000129699707,29.118358612060547,23.766708374023438,22.182342529296875,15.856287956237793,19.737796783447266,24.9586238861084,11.9399995803833,43.19065856933594,23.659217834472656,16.540300369262695,22.72821617126465,32.67025375366211,50.97852325439453,52.27134704589844,41.666439056396484,36.292545318603516,32.04568099975586,49.647857666015625,41.30729293823242
2016-02-16,49.92793655395508,28.99888038635254,24.294429779052734,22.472858428955078,16.202211380004883,20.097505569458008,25.362398147583008,11.569999694824219,44.17683029174805,23.994150161743164,16.902902603149414,23.15338706970215,33.24002456665039,50.69557571411133,52.19559860229492,42.38352584838867,36.30098342895508,32.112709045410156,49.62926483154297,42.31350326538086
2016-02-17,49.96516799926758,29.374385833740234,24.697418212890625,22.96017837524414,16.69771957397461,20.55866813659668,25.76616859436035,11.640000343322754,44.961936950683594,24.57097625732422,17.23761749267578,23.587804794311523,33.570865631103516,50.67670822143555,52.08198165893555,43.100616455078125,36.64735794067383,32.09355545043945,49.647857666015625,42.75099563598633
2016-02-18,50.07685089111328,29.32317543029785,24.659038543701172,22.913320541381836,16.43593978881836,20.484880447387695,25.700437545776367,11.949999809265137,44.78002166748047,24.654708862304688,17.16323471069336,23.49537467956543,33.8741340637207,50.818180084228516,52.26187515258789,42.92134475708008,36.66426467895508,32.19887161254883,49.72221755981445,42.5410041809082
2016-02-19,50.12340545654297,29.340253829956055,24.678226470947266,22.88520622253418,16.389196395874023,20.364978790283203,25.634706497192383,11.859999656677246,44.914066314697266,24.589584350585938,17.09815216064453,23.439916610717773,34.09469223022461,50.84648895263672,52.224002838134766,42.94021224975586,36.714927673339844,32.22758865356445,49.66645050048828,43.030982971191406
2016-02-22,50.16995620727539,29.493864059448242,25.033239364624023,23.13823699951172,16.93144989013672,20.65089988708496,26.029088973999023,11.649999618530273,45.517269134521484,24.822175979614258,17.47934913635254,23.70796012878418,34.47148513793945,50.93138122558594,52.17667007446289,43.553504943847656,36.98526382446289,32.27546310424805,49.647857666015625,43.494720458984375
2016-02-23,50.17926025390625,29.32317543029785,24.84134292602539,22.847719192504883,16.604228973388672,20.24507713317871,25.71921730041504,11.84000015258789,45.11513137817383,24.552370071411133,17.11674690246582,23.338245391845703,34.37039566040039,51.082275390625,52.25239562988281,43.02512741088867,36.900787353515625,32.26589584350586,49.638572692871094,42.81223678588867
2016-02-24,50.24440383911133,29.42558479309082,25.081214904785156,23.025779724121094,16.604228973388672,20.198959350585938,25.831897735595703,11.859999656677246,45.52683639526367,24.691926956176758,17.08885383605957,23.301273345947266,34.296871185302734,51.19546127319336,52.242958068847656,43.22327423095703,36.93458938598633,32.29461669921875,49.675743103027344,43.24972915649414
2016-02-25,50.32817459106445,29.39145278930664,25.330684661865234,23.250694274902344,16.669673919677734,20.429542541503906,26.122987747192383,11.920000076293945,45.976844787597656,24.933818817138672,17.135343551635742,23.578561782836914,34.95854949951172,51.39352798461914,52.34709548950195,43.71391296386719,37.11199188232422,32.31376647949219,49.68503189086914,43.53846740722656
2016-02-26,50.32817459106445,29.18663787841797,25.436229705810547,23.1569766998291,16.426591873168945,20.420318603515625,26.057260513305664,11.8100004196167,46.32152557373047,24.831480026245117,16.967987060546875,23.48613166809082,34.80231857299805,51.32748794555664,52.16720962524414,43.67616653442383,37.26405715942383,32.39036178588867,49.638572692871094,43.0834846496582
2016-02-29,50.43988037109375,29.32317543029785,25.397850036621094,23.11949348449707,16.650970458984375,20.272747039794922,25.878849029541016,11.989999771118164,46.17790985107422,24.86869239807129,17.09815216064453,23.38446044921875,34.63689422607422,51.4406852722168,52.242958068847656,43.29875564575195,37.517494201660156,32.39993667602539,49.68503189086914,42.978485107421875
2016-03-01,50.42591094970703,29.72256851196289,25.896787643432617,23.61618423461914,17.249326705932617,20.85381317138672,26.41407585144043,11.880000114440918,47.12578582763672,25.43621826171875,17.721084594726562,23.976003646850586,35.6845588684082,51.28034591674805,51.940345764160156,44.346073150634766,37.864681243896484,32.150997161865234,49.602169036865234,44.063446044921875
2016-03-02,50.276817321777344,29.7911319732666,26.155855178833008,23.756757736206055,17.46435546875,21.038278579711914,26.611268997192383,11.970000267028809,47.68111038208008,25.41761016845703,18.018604278564453,24.15161895751953,36.006202697753906,51.42182540893555,51.892948150634766,44.56309509277344,37.77130889892578,32.189300537109375,49.695274353027344,44.43968200683594
2016-03-03,50.30479049682617,30.031097412109375,26.520458221435547,23.897329330444336,17.922468185424805,21.33342170715332,26.799070358276367,12.170000076293945,48.23642349243164,25.668807983398438,18.241750717163086,24.401174545288086,36.14405822753906,51.54443359375,51.91191482543945,44.76123046875,37.76282501220703,32.218017578125,49.71390151977539,44.72842025756836
2016-03-04,50.32341766357422,30.33963966369629,26.683576583862305,24.225330352783203,18.464725494384766,21.564001083374023,26.949308395385742,12.170000076293945,48.5045166015625,26.013044357299805,18.64154052734375,24.576791763305664,36.180809020996094,51.3652229309082,51.807621002197266,44.87445831298828,37.84769821166992,32.246742248535156,49.695274353027344,44.99091339111328
2016-03-07,50.342041015625,30.391067504882812,26.961830139160156,24.215959548950195,18.61431121826172,21.564001083374023,27.080764770507812,12.229999542236328,49.05025863647461,25.975830078125,18.595054626464844,24.558305740356445,36.263519287109375,51.20489501953125,51.71281433105469,44.94050216674805,37.89014434814453,32.23716735839844,49.611480712890625,44.80717086791992
2016-03-08,50.47249984741211,30.236793518066406,26.386131286621094,23.906700134277344,18.28708839416504,21.28730583190918,26.733339309692383,12.170000076293945,47.89175033569336,25.631595611572266,18.325424194335938,24.317989349365234,35.92349624633789,51.374656677246094,51.940345764160156,44.42156219482422,37.79676818847656,32.332908630371094,49.66735076904297,44.50093078613281
2016-03-09,50.342041015625,30.56246566772461,26.539649963378906,23.906700134277344,18.37122917175293,21.35186767578125,26.87418556213379,12.079999923706055,48.11196517944336,25.687416076660156,18.418399810791016,24.410417556762695,36.079715728759766,51.34637451171875,51.79814529418945,44.64799880981445,37.84769821166992,32.332908630371094,49.602169036865234,44.70217514038086
2016-03-10,50.165008544921875,30.545333862304688,26.386131286621094,23.962928771972656,18.427326202392578,21.305753707885742,26.883581161499023,12.270000457763672,47.87259292602539,25.7618465423584,18.3905086517334,24.401174545288086,35.932682037353516,51.11056900024414,51.66542053222656,44.64799880981445,37.95804214477539,32.26589584350586,49.55561065673828,44.61467361450195
2016-03-11,50.33272933959961,30.922441482543945,26.933042526245117,24.50647735595703,18.857391357421875,21.877593994140625,27.32491111755371,12.0600004196167,48.858768463134766,26.26424217224121,18.762409210205078,25.02968978881836,36.74140167236328,51.082275390625,51.58011245727539,45.393394470214844,38.255123138427734,32.28504180908203,49.53697967529297,45.71713638305664
2016-03-14,50.31410217285156,30.7338809967041,26.78911781311035,24.525218963623047,18.67975425720215,21.822254180908203,27.2873477935791,11.890000343322754,48.696006774902344,26.26424217224121,18.669435501098633,24.94650650024414,36.75978088378906,51.082275390625,51.58958435058594,45.31791305541992,38.195701599121094,32.35206985473633,49.546295166015625,45.83088684082031
2016-03-15,50.31410217285156,30.373920440673828,26.520458221435547,24.290931701660156,18.146848678588867,21.55478286743164,27.221616744995117,11.90999984741211,48.04494094848633,26.087474822998047,18.3347225189209,24.69694709777832,36.814918518066406,50.97852325439453,51.58958435058594,45.242435455322266,37.96652603149414,32.36163330078125,49.56492614746094,45.47861862182617
2016-03-16,50.43522644042969,30.768178939819336,26.779523849487305,24.58144760131836,18.633010864257812,21.822254180908203,27.42819595336914,12.15999984741211,48.47578811645508,26.50613784790039,18.697328567504883,24.983476638793945,37.21927261352539,51.497283935546875,51.76970291137695,45.52549362182617,38.13628005981445,32.51483154296875,49.65803527832031,46.02191162109375
2016-03-17,50.53770446777344,31.333831787109375,27.2592716217041,24.843849182128906,19.26875877380371,22.10817527770996,27.691120147705078,12.130000114440918,49.15558624267578,26.887588500976562,19.08782196044922,25.196063995361328,37.77066421508789,51.60102081298828,51.83606719970703,45.817989349365234,38.289066314697266,32.5914192199707,49.67665100097656,46.661590576171875
2016-03-18,50.64020538330078,31.31667709350586,27.431978225708008,24.909448623657227,19.287456512451172,22.01594352722168,27.756847381591797,12.100000381469727,49.567283630371094,26.878284454345703,19.208690643310547,25.131362915039062,37.59606170654297,51.846248626708984,51.95930480957031,46.02555847167969,38.33150100708008,32.610572814941406,49.66735076904297,46.6966438293457
2016-03-21,50.64020538330078,31.38524627685547,27.40235710144043,24.909448623657227,19.343549728393555,21.97905158996582,27.79034996032715,12.010000228881836,49.49312210083008,26.813159942626953,19.292367935180664,25.094390869140625,37.211570739746094,51.836814880371094,51.845542907714844,46.070045471191406,38.289066314697266,32.64887237548828,49.611480712890625,46.670352935791016
2016-03-22,50.696102142333984,31.38524627685547,27.306175231933594,24.97504997253418,19.380949020385742,21.896041870117188,27.733726501464844,12.050000190734863,49.46427917480469,26.785249710083008,19.227285385131836,25.075904846191406,37.211570739746094,51.733062744140625,51.77918243408203,46.06056213378906,38.289066314697266,32.543548583984375,49.611480712890625,46.60025405883789
2016-03-23,50.686805725097656,31.025287628173828,26.91182518005371,24.703279495239258,18.838693618774414,21.61934471130371,27.507253646850586,11.760000228881836,48.58905792236328,26.403797149658203,18.901870727539062,24.81710433959961,36.953025817871094,51.79909896850586,51.93086242675781,45.74761962890625,38.17024612426758,32.629730224609375,49.65803527832031,46.03067398071289
2016-03-24,50.74269485473633,30.905298233032227,26.91182518005371,24.57207489013672,18.866741180419922,21.453325271606445,27.516691207885742,11.75,48.704471588134766,26.329368591308594,18.883275985717773,24.641490936279297,36.943790435791016,51.6859016418457,51.87398147583008,45.71916961669922,38.08536148071289,32.64887237548828,49.55561065673828,45.820369720458984
2016-03-28,50.658836364746094,31.093849182128906,26.95029640197754,24.72201919555664,18.950883865356445,21.591672897338867,27.53556251525879,11.779999732971191,48.771793365478516,26.45962142944336,18.911169052124023,24.807861328125,37.294673919677734,51.676483154296875,51.93086242675781,45.738121032714844,38.01746368408203,32.70631790161133,49.574241638183594,46.03067398071289
2016-03-29,50.845184326171875,31.31667709350586,27.517776489257812,25.050020217895508,19.222009658813477,21.757692337036133,27.762039184570312,11.979999542236328,49.90669631958008,26.794551849365234,19.125011444091797,25.075904846191406,38.12569808959961,52.280113220214844,52.148902893066406,46.19332504272461,38.06838607788086,32.73503494262695,49.769771575927734,46.82808303833008
2016-03-30,50.8545036315918,31.625219345092773,27.575483322143555,25.321796417236328,19.45574188232422,21.96982765197754,27.84697151184082,11.829999923706055,49.983638763427734,27.101572036743164,19.329557418823242,25.27000617980957,38.01488494873047,52.30839157104492,52.18682861328125,46.373512268066406,38.17872619628906,32.7924919128418,49.72323226928711,47.055912017822266
2016-03-31,50.81722640991211,31.865201950073242,27.604339599609375,25.106252670288086,19.380949020385742,21.822254180908203,27.828096389770508,11.880000114440918,50.05096435546875,26.934106826782227,19.310962677001953,25.05742073059082,38.227272033691406,52.37443161010742,52.357460021972656,46.31660842895508,38.22116470336914,32.8116340637207,49.78839874267578,46.88942337036133
2016-04-01,50.794837951660156,31.799795150756836,27.652429580688477,24.843849182128906,19.39029884338379,21.517887115478516,27.92245864868164,11.8100004196167,50.28179168701172,26.785249710083008,19.35744857788086,24.780134201049805,38.21803665161133,52.39327621459961,52.27269744873047,46.60111618041992,38.28696060180664,32.78291702270508,49.78000259399414,46.652828216552734
2016-04-04,50.7855224609375,31.713768005371094,27.34464454650879,24.72201919555664,18.997629165649414,21.444101333618164,27.780912399291992,11.720000267028809,49.82013702392578,26.682907104492188,19.097118377685547,24.72467613220215,38.15339660644531,52.42157745361328,52.320159912109375,46.44938278198242,38.11638641357422,32.763763427734375,49.826637268066406,46.556434631347656
2016-04-05,50.897464752197266,31.28356170654297,27.017629623413086,24.281558990478516,18.689104080200195,20.964492797851562,27.5544376373291,11.880000114440918,49.252685546875,26.28285026550293,18.771705627441406,24.244049072265625,37.913330078125,52.468746185302734,52.44355773925781,46.00365447998047,37.937278747558594,32.8116340637207,49.8732795715332,46.2409782409668
2016-04-06,50.86013412475586,31.455652236938477,27.286935806274414,24.590818405151367,18.904136657714844,21.26885986328125,27.81865692138672,11.8100004196167,49.839378356933594,26.58987045288086,18.95765495300293,24.632247924804688,38.00566482543945,52.33670425415039,52.39609146118164,46.496795654296875,38.16756057739258,32.830787658691406,49.84529113769531,46.784271240234375
2016-04-07,50.87879943847656,31.19753074645996,26.90220832824707,24.375274658203125,18.548866271972656,20.973712921142578,27.46007537841797,11.979999542236328,49.21420669555664,26.29215431213379,18.604352951049805,24.290264129638672,37.747127532958984,52.5064697265625,52.56694793701172,45.9467658996582,38.12491226196289,32.88822555541992,49.863948822021484,46.31107711791992
2016-04-08,50.88811492919922,31.49006462097168,27.0849552154541,24.853221893310547,19.025678634643555,21.453325271606445,27.611055374145508,11.960000038146973,49.46427917480469,26.77594566345215,18.920467376708984,24.76165008544922,37.96873092651367,52.42157745361328,52.52897644042969,46.06056213378906,38.28696060180664,32.87865447998047,49.863948822021484,46.924476623535156
2016-04-11,50.86013412475586,31.885847091674805,27.065719604492188,24.928194046020508,19.39029884338379,21.536334991455078,27.582746505737305,12.119999885559082,49.34886169433594,26.90619659423828,19.162202835083008,24.789377212524414,37.84869384765625,52.31782913208008,52.509986877441406,45.9372673034668,38.338130950927734,32.89780044555664,49.863948822021484,47.10849380493164
2016-04-12,50.7855224609375,32.126739501953125,27.421592712402344,25.246824264526367,19.867107391357422,21.905263900756836,27.88471031188965,12.130000114440918,49.858604431152344,27.166698455810547,19.46902084350586,25.15909194946289,38.15339660644531,52.12921142578125,52.386600494384766,46.36402893066406,38.43196105957031,32.82121276855469,49.8732795715332,47.511573791503906
2016-04-13,50.84148025512695,32.14397430419922,27.91212272644043,25.56545639038086,20.222379684448242,22.264972686767578,28.139497756958008,12.0,50.83961868286133,27.371379852294922,19.83162498474121,25.547292709350586,37.9410285949707,52.12921142578125,52.36761474609375,46.86664581298828,38.687835693359375,32.86907958984375,49.89192199707031,47.88837432861328
2016-04-14,50.85080337524414,32.178375244140625,27.83517837524414,25.527969360351562,20.0353946685791,22.31109046936035,28.1489315032959,11.829999923706055,50.772300720214844,27.250431060791016,19.729351043701172,25.602750778198242,37.682491302490234,52.04431915283203,52.27269744873047,46.885616302490234,38.628135681152344,32.82121276855469,49.84529113769531,47.70435333251953
2016-04-15,50.906768798828125,32.09233856201172,27.902507781982422,25.48111343383789,19.94190216064453,22.283418655395508,28.13005828857422,11.90999984741211,50.8973274230957,27.24112892150879,19.636377334594727,25.538049697875977,37.98719787597656,52.185794830322266,52.39609146118164,46.82870864868164,38.64518737792969,32.80206298828125,49.8732795715332,47.52033615112305
2016-04-18,50.8321647644043,32.09233856201172,28.037158966064453,25.687284469604492,19.94190216064453,22.486330032348633,28.290477752685547,11.869999885559082,51.2147216796875,27.45511245727539,19.710758209228516,25.741392135620117,38.14417266845703,52.15749740600586,52.377113342285156,47.1511344909668,38.75606155395508,32.840362548828125,49.89192199707031,47.93218231201172
2016-04-19,50.86013412475586,32.53974151611328,28.181432723999023,26.090259552001953,20.418712615966797,22.892154693603516,28.46977424621582,12.0600004196167,51.35898971557617,27.873775482177734,19.961790084838867,26.194292068481445,38.16263961791992,52.27067565917969,52.282188415527344,47.274417877197266,38.94370651245117,32.91695785522461,49.88260269165039,48.265174865722656
2016-04-20,50.897464752197266,32.59136199951172,28.21990966796875,26.04340362548828,20.50285530090332,22.97516441345215,28.516952514648438,12.0,51.45515441894531,27.799348831176758,19.766542434692383,26.212778091430664,37.51628112792969,52.09147262573242,52.15878677368164,47.32184600830078,39.003414154052734,32.88822555541992,49.84529113769531,48.30022430419922
2016-04-21,50.729557037353516,32.264408111572266,28.027544021606445,25.88408660888672,20.20368194580078,22.882930755615234,28.318788528442383,12.050000190734863,51.11853790283203,27.631881713867188,19.673566818237305,26.06489372253418,36.8791618347168,52.006595611572266,52.082862854003906,47.08476257324219,38.92665481567383,32.86907958984375,49.817317962646484,47.82703399658203
2016-04-22,50.67359924316406,32.126739501953125,28.287235260009766,25.88408660888672,20.16628074645996,22.882930755615234,28.43202781677246,11.90999984741211,51.59942626953125,27.622577667236328,19.589889526367188,26.06489372253418,37.27621078491211,52.006595611572266,52.0353889465332,47.103729248046875,38.97783279418945,32.8595085144043,49.84529113769531,47.879608154296875
2016-04-25,50.626976013183594,31.851421356201172,28.06601333618164,25.79974365234375,19.979299545288086,22.72613525390625,28.36597442626953,11.930000305175781,51.243568420410156,27.55745506286621,19.45972442626953,25.93549346923828,37.608612060546875,51.940555572509766,52.01640319824219,47.00889587402344,38.91813278198242,32.8595085144043,49.77067565917969,48.081153869628906
2016-04-26,50.561676025390625,32.10954284667969,28.412273406982422,25.837228775024414,20.231727600097656,22.827592849731445,28.46977424621582,11.989999771118164,51.73407745361328,27.669095993041992,19.654972076416016,26.027921676635742,37.71941375732422,51.93112564086914,51.94048309326172,47.103729248046875,38.92665481567383,32.840362548828125,49.75202178955078,48.28269958496094
2016-04-27,50.61763381958008,32.22999572753906,28.614253997802734,25.940317153930664,20.446762084960938,22.929048538208008,28.620759963989258,12.020000457763672,52.041847229003906,27.80864906311035,19.775840759277344,26.06489372253418,37.63632583618164,52.195228576660156,52.10184097290039,47.19855880737305,39.054588317871094,32.9265251159668,49.789329528808594,48.31774139404297
2016-04-28,50.608306884765625,32.436492919921875,28.267995834350586,25.640426635742188,20.31587028503418,22.68924331665039,28.356536865234375,12.229999542236328,51.38783264160156,27.697010040283203,19.571292877197266,25.741392135620117,37.54398727416992,52.45930862426758,52.244224548339844,46.762325286865234,39.028995513916016,32.97439956665039,49.84529113769531,47.862083435058594
