,EEM,EFA,IYR,LQD,SHY,TLT,VTI
2003-11-03,2.112852128964325,0.20677707420671618,0.3854342890692558,0.3053376155405372,0.5376350517096701,0.05298435734461786,0.12379524757774896
2003-12-01,0.6600929035949474,0.4044048300937506,1.5472571083667064,0.05937377695359931,0.4477572013391999,0.11635876261934426,0.09393201615693503
2004-01-02,1.4712619436774683,0.5126528696366665,0.4761483087666963,0.32850865230057286,0.4599477416821754,0.0033623243161433644,0.16514400055356238
2004-02-02,0.846748188441339,0.8573621749192674,0.8638052318852033,0.29418357929796485,0.2264560185788374,0.20999937454613948,0.011146830342513328
2004-03-01,0.4154081863739215,0.6523687013041065,0.5937577869994918,0.21597649425474955,0.016429703285340366,0.5840887265415186,0.4469095028989873
2004-04-01,0.39032708915012954,0.1695192290883574,1.3272090920576176,0.3321554198258423,0.2847291414649734,0.08291164400058441,0.34287135533490515
2004-05-03,0.434341010784105,0.9774958601527979,0.0658532776366364,0.5369402349055526,0.38493553005073905,0.031753868991841135,0.10436080415835855
2004-06-01,0.08389194905893312,0.6237992809637085,0.17190876086551637,0.1298942742417943,0.5826043470018171,0.08844060427856089,0.6173215613996821
2004-07-01,0.022059953846972517,0.0934921512675631,0.48822586227163145,0.05303748208292918,0.7887766954375901,0.112951622541781,0.6012829025418255
2004-08-02,0.028256171499160904,0.01590536850823687,0.08843645152998435,0.34114587990576717,0.7681044932077895,0.4444495990389666,0.12525437744867537
2004-09-01,0.025937596237277566,0.11254444467919723,0.6305187549239675,0.077841226746791,0.6971921558030737,0.544652927851013,0.02115695600345945
2004-10-01,0.2167742357372387,0.046728905041487,0.03745778213126865,0.4565687186057569,0.4582447599954326,0.6750425556063196,0.08658854859993027
2004-11-01,0.8022747006186397,0.09254467070515672,0.4143181050928928,0.4408226753366976,0.0739325047516501,0.5379152085946777,0.34965291060989123
2004-12-01,1.5087873699686833,0.012857282709253291,0.48937027170542574,0.2765521647682461,0.3261320874424174,0.36408851283831845,0.14246109527217038
2005-01-03,1.7519766053094652,0.23759126556202334,0.29527049718128967,0.35977301206188406,0.04158520940352075,0.4045153654571187,0.26712595502213204
2005-02-01,2.094640738809862,0.012715746776501856,0.20616936199530916,0.36649946819184803,0.21656730031591354,0.4547317990563549,0.040435424778157085
2005-03-01,1.4766083239096703,0.4203244531929937,0.2649196745176916,0.15775504615509564,0.311531832450797,0.49414404410152646,0.019178546249044276
2005-04-01,0.6865425988515729,1.0913737941354529,0.19375514541556432,0.24522146524454314,0.36893506874913556,0.14045092044446816,0.07693092485108088
2005-05-02,0.8611038589744374,0.3182890954399262,0.05014090645700856,0.1278024013058584,0.25636988009688505,0.7098250350566309,0.3247541865937248
2005-06-01,0.010459920511121396,0.11610922785585147,0.19946978529301432,0.311434265262514,0.2541315542712223,0.8717873324769548,0.218141974374468
2005-07-01,0.12064906523506169,0.11102447395076169,0.20965899198453414,0.5484130757846988,0.15948513625727356,0.8398436963074417,0.033978772779291004
2005-08-01,0.5895005794877833,0.07984432608713161,0.6292797367157906,0.2916989998991108,0.48554451411712685,0.08560349682111776,0.34374344618096253
