,EEM,EFA,IYR,LQD,SHY,TLT,VTI
2013-09-03,0.09595951533877299,0.47903983619294116,0.1112486449394798,0.210654323538785,0.7647474178914125,0.04624164710664861,0.450573770237585
2013-10-01,0.017423278279383923,0.7762602531190498,0.13049642535703013,0.02756389035025144,0.8922707520254846,0.08288259352333908,0.30693348374144697
2013-11-01,0.20301035325960964,0.7207182333859141,0.06037521017421364,0.02064471971269706,1.0007607992396812,0.012633252717772749,0.2890304498680917
2013-12-02,0.06172883456979008,0.5872385361816029,0.06040209347282421,0.008785320557063898,1.0607504902849854,0.004884736571581091,0.41168422566702434
2014-01-02,0.034938173047459,0.23492011406410301,0.03595524366757901,0.08089300377960096,0.5838132115552944,0.05066033656685798,0.9997896030674756
2014-02-03,0.008878007054153909,0.230991834451949,0.18569332145032738,0.48427132267719103,0.0009658596609944408,0.4649151286944173,0.5519376087114138
2014-03-03,0.12150504752142695,0.5492772640065866,0.1730501783224516,0.19499287484971548,0.19518864454216708,0.4167727526025204,0.5097035231466658
2014-04-01,0.06548558903544677,0.052926032137286624,0.37108554562686924,0.6190731721237311,0.18943320667264227,0.0071236721819098086,0.7034951953592761
2014-05-01,0.34077552956558926,0.24821480780511673,0.3645247366404737,0.030185524719624438,0.045778261936052486,0.6542838897160552,0.5320095136662278
2014-06-02,0.02100874406007446,0.6720505594509794,0.49526061369291174,0.22012816873439106,0.03196820803658789,0.5178261388084292,0.2560251706976748
2014-07-01,0.04034561136219281,0.09372198474337959,0.6320163333756634,0.12018088426177892,0.05581283656431349,0.909455565772469,0.20776821735378456
2014-08-01,1.1272389714668647,0.33654533695442423,0.5895761676003628,0.024359243934036837,0.01825903514148839,0.3602278839029832,0.3481735598646161
2014-09-02,1.2116726748353552,0.05530965886283677,0.48057715016671676,0.14572363306076835,0.26783770827618214,0.4872757375659561,0.08361105296408972
2014-10-01,0.19666740652741455,0.14056344809364998,0.048750523105970785,0.5223341266716645,0.04081156005020703,0.819833652409564,0.11525652130390417
2014-11-03,0.3009143480723381,0.011061988799427222,0.6171692406459486,0.2057284942123074,0.09637581144347487,0.8491204036085327,0.03174206659463153
2014-12-01,0.14667507172124022,0.012668551441701108,0.2857929633909733,0.17825205837803682,0.15331745134167127,0.5353200170401872,0.655105789075393
2015-01-02,0.16578202914866652,0.16498008282030593,0.15220819267326172,0.17522944711315067,0.1211623194072534,0.6367587158576342,0.556677139908974
2015-02-02,0.10265222630348048,0.16548861266800033,0.3974598329973104,0.0018750471801332823,0.1464555194065161,0.5874380539185189,0.6347005032903293
2015-03-02,0.042189846477810225,0.05460389453839396,0.30009815086066094,0.09216400139655008,0.002811202431867629,0.5855941172893877,0.8173769047572087
2015-04-01,0.18563860349407557,0.11323992797786522,0.5534611498079801,0.06208690970787771,0.6420396877819539,0.581730165679431,0.06008364140534142
2015-05-01,0.25272529044863445,0.859614285549396,0.029969881695087186,0.22289790895546333,0.3011179082212723,0.4805499557954852,0.1540053936135633
2015-06-01,0.04253758986566353,0.824925474497973,0.019499055148259784,0.12989757840314126,0.7129342579290702,0.11407739465506897,0.4289303976203774
2015-07-01,0.29063143680967696,1.0606547069292567,0.0019902582897546647,0.5923572385153767,0.5027937761234853,0.008344580764135873,0.022896335092560054
2015-08-03,0.2212734553312891,0.5886221101708232,0.05207227759555574,0.020476760749743066,1.049981704802172,0.0013440556919878369,0.4388065232656862
2015-09-01,0.04107211262718466,0.09783958585684895,0.0058444792542037965,0.1304342271900885,1.4961194322977953,0.20860594014381892,0.07145151978357953
2015-10-01,0.003806475374948875,0.14303981982532682,0.08483824602580692,0.011710854953013517,1.607204808386049,0.17206238119640033,0.0821574426804633
2015-11-02,0.10556376379634311,0.0016421719130595364,0.21394231298821648,0.2019235528521781,1.4312323089438839,0.024936383848600804,0.15065711901344458
2015-12-01,0.016326869571284177,0.021210046410706486,0.17008224613348652,0.2258410599774921,1.0362289964974891,0.3130205916380722,0.16202607050403894
2016-01-04,0.04056004624390122,0.024550246318685836,0.12866294885734916,0.41251797879471647,0.47120623609547463,0.5204055613435181,0.21887351133622393
2016-02-01,0.04540371707072583,0.007078911645378847,0.24524793030050626,0.22469544542830824,1.1852554803082944,0.293915975985151,0.013786396102646252
2016-03-01,0.044807566993190356,0.18167063323354482,0.4014628579989875,0.09583965843772306,0.5160638807017287,0.44017009436258886,0.35052428954369763
2016-04-01,0.09273163563638866,0.012129892197737465,0.4725520563823778,0.7013342367195894,0.10759574247740523,0.42153800533212954,0.07621046097756883
2016-05-02,0.2957543057068101,0.017395175103048343,0.2853733134498653,0.21873184880004012,0.2916150108343189,0.6160538473044218,0.2807195047084119
2016-06-01,0.017243527431919176,0.0257934371161174,0.31506843205967466,0.6110010262926819,0.1309943655771885,0.4843256553957273,0.20629267077404775
2016-07-01,0.7117323027923671,0.017915000081709636,0.30210182255202245,0.33127535028596533,0.16630449892598734,0.5179897509117745,0.21853246146152752
2016-08-01,0.3163752698992575,0.10013609206837132,0.3623636575940738,0.18155091722286548,0.19095334986904922,0.41066086082317416,0.5423470619973741
2016-09-01,0.7141027819176023,0.05377328977556009,0.3224919443923338,0.42695945017885034,0.0003603726788452297,0.38146819995005204,0.38329521361283914
2016-10-03,0.17162015786177448,0.25577836985517355,0.2812866729701239,0.49664996967362124,0.026392175954092007,0.34356854675207543,0.4478870057705368
2016-11-01,0.7180772619715723,0.1409290739659167,0.06637895099570647,0.5867723453783475,0.08653256328929108,0.31914617737408163,0.3586921834388642
2016-12-01,0.8284220340240767,0.007403182977526456,0.004549098696437806,0.14068220786306537,0.9086629769960076,0.06646267879146771,0.5218142374131742
2017-01-03,0.13060167067533168,0.9703591061233329,0.07906926063523778,0.04372291150512768,0.7877673656256488,0.04556637623108528,0.4096845528411216
2017-02-01,0.9271773540440817,0.1330041441150661,0.02312384370793995,0.009505378988352813,1.1334852123119579,0.007296268157541395,0.43116228631511383
2017-03-01,0.30745243293966856,0.6508807211889654,0.04963840981390404,0.005352341617747938,0.8820722797962937,0.008645032443690661,0.5224379821290078
2017-04-03,0.22636354225009206,0.910215723674527,0.5486199089063416,0.017562884917093218,0.2258402335911937,0.05556350729496157,0.5074601049851347
2017-05-01,0.01609705482185445,1.102636221440639,0.23289612035128449,0.17274052757021038,0.07604851380136783,0.015951222159898804,0.6677445953439693
2017-06-01,1.1351405500736023,1.010157573918318,0.05858896787817935,0.3521939663489237,0.009808412963277955,0.28654406451965786,0.053822552635859014
2017-07-03,1.3105441009151562,0.9242540158353172,0.014517020817781372,0.01110769332253456,0.21239676008330505,0.11193685935992666,0.41976449570540486
2017-08-01,1.3756043546061287,1.1839652001559415,0.16624172721015654,0.40011404545384277,0.05619972319736783,0.005303829197140002,0.007292178700670893
2017-09-01,1.6231359065138904,0.8966899833022205,0.07634926784825685,0.03313552054713451,0.43104992693111077,0.22064265325945065,6.83152359805676e-06
2017-10-02,1.0555391330774204,1.201972128186308,0.07282142920915133,0.060659878364069775,0.07888784290396647,0.3069816293667033,0.16048347771545804
2017-11-01,1.64350742251651,0.8720365273038589,0.261847257886115,0.1602355918853664,0.09670545828528142,0.1976635677834694,0.013058965092879665
2017-12-01,1.11714757362427,0.36385008488363685,0.37678330380461483,0.08948588351819134,0.15630049408784963,0.04609981524935515,0.5451001256869127
2018-01-02,1.2170791251322015,0.3522347158562073,0.1465501303533001,0.21551426967826504,0.009145954591615706,0.052918684304109447,0.6135392911132531
2018-02-01,0.5096678049075529,0.039988188352540886,0.24980070298315085,0.11013543547600675,0.1270286044367593,0.05039329927404983,0.9931423835824769
2018-03-01,0.07545903282103462,0.4895896756478254,0.1221956807294078,0.04719811573922542,0.6105075091413054,0.2372288308569873,0.5968457952489794
2018-04-02,0.8667313218912308,0.150515375867458,0.0074686254692169956,0.07187213637933586,1.0125271452864777,0.2956933989974564,0.242862950433086
2018-05-01,0.0313068562987701,0.3522747651675786,0.030310126597691812,0.035692757354143914,1.478330682310591,0.0024350402276120025,0.4140584711331983
2018-06-01,0.6378510844468894,0.04305452437955426,0.06587407457924861,0.003707190887467131,1.487557533654727,0.02966492116588838,0.33957599758795654
2018-07-02,0.011631695064520622,0.5023627388891445,0.016679672506327837,0.0027206483366577117,1.2495967879296517,0.07355368184392434,0.44614211084032135
2018-08-01,0.005045966534059325,0.02029803478106077,0.5645325831280136,0.001854225011345813,0.7860965528504387,0.3448789309812945,0.41901346551817065
2018-09-04,0.4444934396763517,0.2703848128946544,0.872148899619837,0.2426001466612302,0.0014356547423953815,0.36594103680167755,0.25729268439579606
2018-10-01,0.1576724766388997,0.5613147902382691,0.16327948392764008,0.10537355374554197,0.042713154355699993,0.22942904615631546,0.7734074078126643
2018-11-01,0.04267282162682362,0.11289205535525801,0.2936285709878647,0.02356581404401416,1.1962694957961642,0.1687189025382618,0.3526295033604239
2018-12-03,0.0479092087873909,0.022279010530144163,0.33563961904333806,0.034624096523492395,1.6767943232363078,0.24015607359802205,0.014926392095050372
2019-01-02,0.055739236479729344,0.0008285658362150096,0.1553890035120593,0.2950891089189345,1.1803779251941877,0.41965303859471,0.05252892983478751
2019-02-01,0.42258058692915007,0.09826925912126852,0.4439599898687455,0.5671728447479583,0.3047072035643649,0.416486409582034,0.030180454970614053
2019-03-01,1.165319832573677,0.08138953263959148,0.1138033076133082,0.6652783830475771,0.701549876260795,0.027528231560335244,0.025395897108447096
2019-04-01,0.030060404231382343,0.07383637495044756,0.36614058303363456,0.28190928115358466,0.743094590766251,0.5634493055804288,0.04419978693110346
