,EEM,EFA,IYR,LQD,SHY,TLT,VTI
2003-11-03,2.112852128964325,0.20677707420671618,0.3854342890692558,0.3053376155405372,0.5376350517096701,0.05298435734461786,0.12379524757774896
2003-12-01,0.6601324591510317,0.40442906374003035,1.547349826550758,0.059377334881205286,0.4477840328427552,0.11636573532808815,0.093937644960264
2004-01-02,1.4714341898638317,0.5127128878421957,0.47620405324556414,0.3285471120478594,0.4600015894995349,0.003362717956136067,0.1651633345847445
2004-02-02,0.8468987392983082,0.8575146129308615,0.863958815464938,0.2942358848010343,0.22649628219927173,0.21003671219413506,0.011148812236166558
2004-03-01,0.41550743759431147,0.6525245682125413,0.5938996503206991,0.2160280963447744,0.016433628745057344,0.5842282796866582,0.44701628055773723
2004-04-01,0.39044436330737387,0.16957016130720834,1.327607853332673,0.3322552162479123,0.2848146886151364,0.08293655488544532,0.3429743713703222
2004-05-03,0.4344978891963139,0.9778489191425643,0.06587706299739646,0.537134170843932,0.38507456383584754,0.03176533808277486,0.10439849794468477
2004-06-01,0.08392731203917453,0.6240622311263256,0.17198122557973514,0.12994902858598362,0.5828499322605063,0.08847788465381409,0.6175817810086344
2004-07-01,0.022070899340303526,0.09353853929381643,0.4884681054311859,0.05306379770491366,0.7891680629862011,0.11300766577921627,0.6015812412439584
2004-08-02,0.028272199595199717,0.015914390706236705,0.08848661642718199,0.3413393922832858,0.768540194576085,0.4447017096569256,0.1253254270312803
2004-09-01,0.025954420510834957,0.11261744599000978,0.6309277373107263,0.07789171801363202,0.6976443855102522,0.5450062138597925,0.02117067934205211
2004-10-01,0.216935850006076,0.046763743396682496,0.03748570847616302,0.45690910970149984,0.4585864006502055,0.675545828094802,0.08665310398827734
2004-11-01,0.8029457961043709,0.09262208347997167,0.4146646784171796,0.44119141949278073,0.07399434861903041,0.538365169771212,0.34994539208749753
2004-12-01,1.5102004769201922,0.012869324641692277,0.48982860834488406,0.27681117925515614,0.3264375377192742,0.364429512517065,0.14259452213406998
2005-01-03,1.753789378740427,0.23783710168354127,0.2955760141103485,0.36014526986228296,0.041628237696535175,0.40493391825325425,0.26740235074141094
2005-02-01,2.0970577171811957,0.012730419309296966,0.20640725810777447,0.36692236710301324,0.216817194472512,0.45525650809247403,0.04048208268245242
2005-03-01,1.4784893468549851,0.4208598964301275,0.2652571505960558,0.1579560072744067,0.31192868686069514,0.4947735246958011,0.019202977430264164
2005-04-01,0.6875115686941546,1.092914133067473,0.19402860680465625,0.24556756496941548,0.3694557749020921,0.1406491495223159,0.07703950332278435
2005-05-02,0.8624379567520857,0.31878221687986696,0.05021858915599591,0.1280004040180554,0.256767070846559,0.7109247583849132,0.3252573243210747
2005-06-01,0.01047761858413179,0.11630568342065126,0.19980728602447112,0.31196120868992283,0.2545615421279134,0.8732623872676014,0.2185110682490348
2005-07-01,0.1208716686608163,0.11122931953490187,0.21004582307821137,0.5494249247299058,0.15977939413335937,0.8413932490000565,0.03404146527681571
2005-08-01,0.5906775417055304,0.08000373857691694,0.6305361196614222,0.29228138898197514,0.4865139237632494,0.0857744077327797,0.3444297441471236
2005-09-01,0.19850559562619577,0.10597916160770111,0.4662399805515713,0.19447591249633603,0.1666377526640066,0.6656001004640096,0.44725200435638257
2005-10-03,1.1258884811580596,0.22264796219535157,0.49489892119752893,0.19407915755384225,0.3267574442293864,0.31951207749098853,0.10348324541444265
2005-11-01,0.8665091498514779,0.49808831395799447,0.18887094892169212,0.019662085108811008,0.6110823794912277,0.18896977730063377,0.21672892453806447
2005-12-01,0.7434333916696839,0.6958135836321593,0.19790553840255148,0.09554956154672212,0.620483137473895,0.011183479224559457,0.18506841285894582
2006-01-03,0.6122581028272674,0.6421205041939125,0.11376499471445507,0.09407540684621002,0.47697177418374936,0.1615737141857105,0.332932795285196
2006-02-01,0.5001968047785718,0.7793296492577889,0.036486452968137906,0.09121558165139691,0.4612365026907951,0.42611263296313157,0.046454458841489195
2006-03-01,0.604635287611244,0.4537167696724144,0.29871891533361433,0.022842368499753112,0.7548556617648743,0.09514335581167882,0.14033682692002208
2006-04-03,0.06678728314449474,0.7345947344579391,0.3877693460649405,0.2673378016796324,0.4697183945847089,0.11555953798322856,0.1402525714566419
2006-05-01,0.507557632445586,0.4597138624637957,0.32711881723104475,0.04703982341602243,0.7063255318513321,0.04143906807963083,0.25072698727454906
2006-06-01,0.37267904824041026,0.6027676160176484,0.1713005508813355,0.07659832954070595,0.7875415514574037,0.04102269776778852,0.15700638863251096
2006-07-03,0.23383496106427812,0.5576863676827014,0.24793667356923263,0.09675750058907705,0.8569500033514039,0.05908562422847053,0.05548752543721964
2006-08-01,0.12155830523223907,0.5937883953254406,0.27319655628741984,0.2803418365220874,0.7500926715648495,0.03841938440833841,1.4185702962429277e-06
2006-09-01,0.002876001097488197,0.6180031194109643,0.15663002977827647,0.08655081817074943,0.9258006959948831,0.13281551387870605,0.0373996491755907
2006-10-02,0.012037179710639575,0.5013938756078322,0.33584289799725564,0.4598499371476832,0.14858471465179318,0.5447156470483479,0.048291725113576975
2006-11-01,0.15717289147481828,0.16615114314162932,0.29092560123375716,0.45175708817338783,0.00010003585560928103,0.6841306308055108,0.36107307490488283
2006-12-01,0.1757435015647623,0.12328243709414712,0.4003831639934399,0.22371578724903168,0.12040883838553579,0.9148074991554374,0.14984921856549804
2007-01-03,0.40608603353026346,0.18305245371814424,0.3765621548669148,0.4770988710833586,0.09318647924585742,0.3421308608093657,0.33971454814351965
2007-02-01,0.16974436750680752,0.37898569925890996,0.4092183667033202,0.22037515204745817,0.16518621663108704,0.009731926301769446,0.7987745118638419
2007-03-01,0.2578166252520177,0.34352863445908743,0.3840342010567867,0.2499677672559521,0.08361471694022649,0.40643308685683094,0.44761539823090746
2007-04-02,0.48647070789857727,0.46485825479333115,0.08018005578805996,0.4402751454487191,0.43992517345769616,0.07452881496339744,0.1825805861652974
2007-05-01,0.5265530605801664,0.43577370696149903,0.005724230281842027,0.1065635942096393,0.8430479846760471,0.006140040116643479,0.2279472952899654
2007-06-01,0.26419561191470503,0.6120803799689924,0.04959130664027654,0.12941477536576887,0.6380196581277385,0.1227533435247391,0.2559716742216981
2007-07-02,0.4837710183978071,0.33834033133590774,0.04440086426279867,0.19349366934703766,0.8107082807393666,0.04975251858803149,0.18244346866618588
2007-08-01,0.6017928888629703,0.15627212961161263,0.005573720957965676,0.0032045848746661124,0.7161698200273905,0.4149561598820838,0.2593384274825059
2007-09-04,0.5600448870975959,0.08148235777793701,0.044887538162440434,0.03751841973571399,0.8077396093115817,0.3179409504734816,0.2685449563388977
2007-10-01,0.49283182784647106,0.10107973571706126,0.04256035849834565,0.03173485619987674,1.142548900923406,0.04799371195896302,0.17157447101414938
2007-11-01,0.5648751312673387,0.006067577057230811,0.16130076036594873,0.3246210682201049,0.5379008636856398,0.5292921261816648,0.019384428000569654
2007-12-03,0.4970063163739751,0.1408958406114357,0.08580995435646982,0.11421591956592106,0.7561819876941277,0.47154746177680457,0.023723658419920798
2008-01-02,0.43492345651739733,0.18410073320154624,0.011231328886860556,0.21442041191390482,0.7843899884137379,0.3614885866623043,0.04782316173230118
2008-02-01,0.47382459992659287,0.048683901184838715,0.03342528471434004,0.18499084382933953,0.8801002563845183,0.36488697016840993,0.024903669144731938
2008-03-03,0.32455944911182133,0.003492692099652235,0.03305883410400749,0.27582600413761627,0.7944931170314632,0.4526615587589568,0.06812279086922288
2008-04-01,0.09866106198810633,0.07244942863799676,0.028591674732539426,0.3953676047854188,0.8643272675773147,0.3788920468175942,0.009112304220928286
2008-05-01,0.13187075438487608,0.018085739403424447,0.04545890864862494,0.35171344854110753,1.1219379945992842,0.1480119035029979,0.011406416616220081
2008-06-02,0.1536056128040357,0.0702830958917687,0.10672923723512347,0.15024109911118638,1.1411753276623982,0.15189274883379444,0.10484787865046045
2008-07-01,0.1050277664856363,0.03289937416962197,0.06937932898149556,0.07952920168601789,1.0739603794665018,0.38955070548360493,0.08777966515452434
2008-08-01,0.048931743206057116,0.20380446698874083,0.006369063538534421,0.045466044932517054,1.0935250839916042,0.3478231967454582,0.08399794596921273
2008-09-02,0.04613086819817179,0.05934320487124602,0.17856346953791624,0.09466605158769772,1.0946876495983373,0.28495130317639317,0.09291231150957037
2008-10-01,0.1119711769330574,0.02780621919180303,0.3555640947605219,0.1395763029158867,0.8632780470263703,0.4375675044819321,0.009429519972079026
2008-11-03,0.03556262466497704,0.10258547484908527,0.21271363905066965,0.11746009923813637,0.7946600311316224,0.5532997560829847,0.052426699437204516
2008-12-01,0.04979512466934632,0.17374114525816967,0.08304337735214713,0.12051953024892521,1.014964176737065,0.3456029605423296,0.027249878099649717
2009-01-02,0.11081619695442306,0.1522989754532867,0.037362418169340716,0.06284696807222233,1.003536222869075,0.379872660949693,0.12029333420896493
2009-02-02,0.14889431504552478,0.03520229378075025,0.0350577237045914,0.12421104189958974,0.9385721200441722,0.3637722056389207,0.2485659128904957
2009-03-02,0.0443703051790325,0.051193592944377274,0.17037774406252543,0.2919806119903924,1.0544794791595429,0.18135641071917485,0.026486969184518008
2009-04-01,0.008171565286906704,0.002104690847417208,0.2590873166227056,0.34193108925876997,0.9426835141491261,0.2574639375881073,0.024055686367399073
2009-05-01,0.027736466819648524,0.07526002410796807,0.18220001903222552,0.4272236502796509,1.0344752544553648,0.055412409369287825,0.05625539951591665
2009-06-01,0.0031002019359414965,0.05840975082550351,0.20624905672679522,0.4480024305244687,1.0074739097111354,0.08089938445792681,0.04468033832734976
2009-07-01,0.08646974803592346,0.08662697331160239,0.11499986561275129,0.28707870831738946,0.9868658294203012,0.1549259604350156,0.20338715651235012
2009-08-03,0.09312191581531687,0.19043444434337123,0.12334096852116551,0.30193592175332123,1.0335347708259177,0.11377948275290958,0.0567663836928733
2009-09-01,0.4576689753438765,0.049408513802523646,0.04714242200473686,0.31240421016482306,0.9610447119562606,0.1548754858040085,0.04357131546447438
2009-10-01,0.36795494325677347,0.006804514878771261,0.12159660850219021,0.42248209190984176,0.8109199561732154,0.1027332386306527,0.28410636360386127
2009-11-02,0.0031580652186115267,0.4816696831811522,0.017203694765354296,0.48811889049369783,0.7284461785206156,0.030407115839096856,0.32202605380792626
2009-12-01,0.03485811673680571,0.4066959251135139,0.21108758116537552,0.6112586476417089,0.5740248327013396,0.1848101146466251,0.04733661327605727
2010-01-04,0.035032918013196544,0.01613842934981279,0.4114008962355811,0.2782020566817551,0.7486984257515202,0.13348815370603032,0.5567279855917568
2010-02-01,0.12287884005789142,0.04963311043324896,0.43463321857364157,0.314194931376534,0.7566303900101488,0.052504477893648815,0.48993887666263725
2010-03-01,0.42855065108693335,0.028145847963922773,0.4146863819304395,0.49547796746499356,0.7639126818290034,5.620184904127491e-05,0.07743366775994719
2010-04-01,0.26840743376350135,0.07904843133960818,0.3395744203690412,0.23676272631267384,0.75964032391693,0.07945049828657065,0.4769540897828734
2010-05-03,0.08831881065841568,0.11315044533863458,0.623268064587006,0.5864016917540679,0.12705295735933436,0.43964919377440453,0.28249843357043436
2010-06-01,0.007996374229383438,0.05518804614361409,0.4321204333189881,0.055649330037250935,0.5843474628664211,0.4516312309162449,0.6188625515178721
2010-07-01,0.016771205748655583,0.05536645725592371,0.22146205672768943,0.2945544396220935,0.8639723914752068,0.3484175048313992,0.03844728578146746
2010-08-02,0.14831492104462984,0.15841395492043225,0.5567336002981657,0.2328610679109924,0.3807464715074912,0.5871419113170235,0.09558726876353296
2010-09-01,0.6882089196108397,0.05214844776448021,0.07036879360819064,0.41086186452567064,0.16305603463416632,0.6417035372243575,0.13669238902017983
2010-10-01,0.18960703934459644,0.08388505015580353,0.3053461630603244,0.27082472249455225,0.30049984493205756,0.5417009579855838,0.48900673508168224
2010-11-01,0.1558344415962804,0.026332916256766183,0.4955323777133614,0.5211978251727278,0.05547726704168262,0.6279039957198318,0.26068383102859943
2010-12-01,0.32693545556394743,0.4450797457250778,0.1651879991176651,0.5735936716429897,0.22229786882524305,0.40513678372144935,0.038150136200927144
2011-01-03,0.03885815384268081,0.005886062569318739,0.17999164795845293,0.5192522461506625,0.45638480072735743,0.03298743095240243,0.8357323506702916
2011-02-01,0.20054718568720828,0.0794509829066826,0.1968752695858417,0.3951707217529357,0.5184795979914318,0.019025922646786916,0.7427622954531451
2011-03-01,0.2841832035391566,0.3254823221778358,0.32851878672552076,0.2134391491715555,0.6682784726727934,0.005019018197276517,0.4725534492175597
2011-04-01,0.24076424114418934,0.05345180761954925,0.4398887477578568,0.471332703396919,0.38727885019913283,0.006926138769262936,0.6466838693232523
2011-05-02,0.1775616210193245,0.11597645684943056,0.0834278226112376,0.5291256256672496,0.26409701122506873,0.06146602692478829,0.9230169102120847
2011-06-01,0.09583569317820613,0.12433641050768635,0.5748414105671076,0.43035079707198554,0.3068907745434493,0.04372700761328439,0.7252805594152165
2011-07-01,0.13015637594358273,0.0094923964205579,0.7413101541297142,0.2627296418724741,0.25556690213229116,0.32967097512232846,0.5866065207152383
2011-08-01,0.21551224949072048,0.3606208727787341,0.12370031953487307,0.5987295388573085,0.16124213788336164,0.5642498071852025,0.024612845277796006
2011-09-01,0.3580884268637001,0.026026077405751136,0.07924157994334559,0.5214127362052127,0.46947778549364694,0.48982315740551113,0.0008846152528877856
2011-10-03,0.008454857055654486,0.13433503597498198,3.6816043664445175e-05,0.3760057123896544,0.8626947290668383,0.29992534767398477,0.17680651203322453
2011-11-01,0.028928725816999613,0.012915910000308003,0.11273280078344217,0.3809712436580601,0.8881925372358611,0.3401179247214235,0.03718120081572943
2011-12-01,0.16424199922931218,0.33447439228872833,0.03635176001090006,0.2668290861263635,0.6438924480147561,0.44706877705184883,0.11936148715943701
2012-01-03,0.11465908773955492,0.07581994230822078,0.1377021620237461,0.0583173428788524,0.6251565369896216,0.5562817390373758,0.42257765029985533
2012-02-01,0.1316744799356446,0.12973769444697844,0.03613101606733956,0.4126044634759757,0.3277418140905528,0.44352581929518237,0.5019893170034341
2012-03-01,0.05589939217128374,0.13002681936077018,0.06768368656548461,0.28936365700345607,0.3482761085807583,0.42135957058621837,0.7190849420007265
2012-04-02,0.17681798213458855,0.012206477713726611,0.371295757336773,0.33606370182413436,0.3911134378493576,0.32176825075091814,0.5147702693850025
2012-05-01,0.047577761910944046,0.15773569761575915,0.18400732497936914,0.09991145102966868,0.37961279029448064,0.396653619043516,0.8741492136697449
2012-06-01,0.026728781316094175,0.1047169697695472,0.7519915169218124,0.6410272682635151,0.1866731965358586,0.1051114463864065,0.4260382698335645
2012-07-02,0.027894247129482325,0.3510487342862086,0.43303828903435954,0.1187960179637127,0.18467751733980317,0.4695774397182581,0.6731697809076103
2012-08-01,0.07178143475107773,0.20990613535348027,0.3239862972084804,0.49581781458761065,0.11198374495255582,0.49067982493765805,0.31009538364751654
2012-09-04,0.06679600557967609,0.08990529294128058,0.45011568432829546,0.2442215270760343,0.10179609795664545,0.4305832752880416,0.7898819392764753
2012-10-01,0.20890352398294004,0.07872643298351253,0.49548497413339726,0.38030483802532317,0.0030468389531605644,0.43533740100506874,0.5896949846099
2012-11-01,0.014282237521835741,0.289373064313995,0.6987840882325727,0.6070714058472491,0.01988263617370295,0.414405925315409,0.0617040745135936
2012-12-03,0.1284874716926358,1.166661202061051,0.3732462492234778,0.4561065245242018,0.06833922377997104,0.27136832173999503,0.024025382574231164
2013-01-02,1.3143327899113848,0.2702579766388991,0.05800907327501314,0.3643992304500583,0.19086806544819546,0.20154988831293777,0.2897946798273396
2013-02-01,0.13043323250233269,1.2737933499381404,0.5768694515942542,0.07254726817891861,0.6013885492727453,0.02381683881920211,0.012065571482015855
2013-03-01,0.7931404441803953,0.6614177697516839,0.0809980353832501,0.3940657701910389,0.15432752401144004,0.10110251719324857,0.4153627398938115
2013-04-01,0.11060903562046633,0.6106150314386283,0.3597783945568248,0.09050526188918727,0.5837858634175057,0.018566629581387904,0.6470305803820601
2013-05-01,0.19979575390268764,0.7873279428254351,0.41652023611533734,0.10611822007060757,0.024565298334406085,0.36518980636708037,0.5323571920230735
2013-06-03,0.29082199552294546,0.4031939389973448,0.28191295451405574,0.006062298691967109,0.2245637026330955,0.2633918232234104,0.8819709428722886
2013-07-01,0.018082399225258162,0.32799664972192377,0.0426460127675925,0.05270896754738476,0.8565097040138714,0.15794079604687003,0.6156803198965185
2013-08-01,0.009727689539781944,0.15792549353746124,0.3115283135241778,0.3718930424579,0.4826351823209419,0.08569619713123819,0.6302768664371563
